gene,zy,early2cell,mid_late_2cell,4cell,8C-16C,blastocyst
Snhg18,19.43852421,26.5709864,20.3679654,0.132112099,3.338569426,5.257660362
Snora41,0.149354683,0,0.285068585,1.450933518,2.924013798,1.659682299
Snord17,0.02543903,0.009459377,1.000168529,0.930961342,3.421576776,1.992849421
Snx13,48.82506198,38.42665686,21.44778088,18.45983396,13.57770463,30.61816592
Sp1,96.31821471,94.35147272,156.5416061,173.427939,125.8416456,89.9530686
Spata1,3.082016273,1.99636951,1.04750876,0.457778863,0.03260897,2.002935487
Spata31d1a,0.020562714,0.077912037,0.106585617,0.162754405,0.0161477,0.039437877
Spats1,0,0.048500293,1.523182382,7.623035782,4.491523683,2.341727459
Specc1,1.571395261,1.613888675,2.491614004,1.068120232,1.226461777,14.46949766
Speer5-ps1,245.6109376,242.782283,44.67588695,0.087249459,0.479720365,0.09139516
Spg20,206.2797735,185.9286827,65.41642966,7.143772433,11.91607691,57.23553347
Spib,0,0.005131824,0,0.088744496,0.814492105,0.219694761
Sptbn1,264.7401323,315.7418689,213.6408179,43.97702787,38.90254277,115.9045364
St8sia1,0.183191835,1.08996242,0.323346537,0,2.000875852,0.208877417
Stag3,5.574937285,7.699520226,8.484966353,10.574969,15.9572767,26.62064952
Stard10,2.146024678,0.954862678,0.038138132,0.04892865,39.9899451,101.7045989
Stard4,32.06421392,25.36794527,4.088844583,0.021807141,21.70152156,30.06150647
Steap3,0,0,0.045156022,9.240080389,59.60274832,44.219525
Stfa2l1,0,0.101164183,0.194848787,0,0.112886683,0.025750727
Stim2,19.58923051,2.050317605,0.823755953,1.812908862,3.406193742,6.301310608
Stk17b,0.034518244,1.707422632,75.74965555,10.49710145,40.74838204,20.29136888
Stpg3,0,0.145558791,1.59208329,0.31214905,0.645555399,0.159733427
Strn4,65.82977782,43.21719924,17.83412231,17.38445967,30.87689529,23.71539483
Stxbp4,18.93676602,33.53158968,7.540093438,1.095681055,1.275850957,0.939382025
Stxbp5,229.9730255,254.4676361,321.9567935,33.59093747,16.57743931,14.08235467
Stxbp6,38.67857023,34.18997751,15.33225852,1.471618367,5.881462564,7.318549791
Suox,19.34762025,23.66993113,0.476509552,1.833779329,28.08704989,26.44330643
Surf1,25.3056443,18.96539233,10.44324589,50.26427479,61.15998154,52.23369245
Sv2b,0.250793072,0.098223507,0.713172214,0,0.383858025,0.00587701
Svbp,0.516788424,0.332243282,0.359903017,0.848066747,4.865816891,11.91610664
Svil,10.66875512,9.329888569,6.413840524,0.037785775,5.118480387,12.50180992
Syce1,1.761667076,1.467880929,0.131357691,8.104002685,8.177136511,0.018939314
Sycp1,42.54015072,39.92822231,52.07304905,84.40641708,22.13783927,26.66129435
Sytl3,0.435271705,0,0.584804793,0.006717687,0.017425235,6.863280054
Tagap,2.739080226,4.887381992,11.9508886,9.105532942,9.251353226,10.48487532
Tagap1,4.391080414,6.143643166,19.26230817,20.28378238,17.79401577,17.96851279
Tamm41,10.23733142,9.460660542,2.814730162,2.700474018,7.560026707,29.57448297
Tapbpl,0,0.576833651,0.205312793,0,0.395773334,0.311384986
Tbc1d10a,14.3886613,8.945662012,4.715074606,8.050681523,13.95192963,19.41402449
Tbx20,0,0.117821338,3.599528812,0.720591895,86.79326713,67.15739785
Tceanc,13.83665438,10.37914043,12.06009379,3.805863563,1.846710807,5.208075813
Tcstv1,1.337149544,3.034389649,109.5766204,2.739743095,0.089345594,0.027560883
Tcstv3,1.069041214,2.779466521,228.1982318,7.615469636,2.890754988,0.194455226
Tctn3,0.993416189,0.736202133,2.258992885,5.393409685,16.27835778,9.871927733
Tdpoz2,0,0.056244973,7.631134397,8.254491473,7.233673477,0.45001935
Tdpoz3,0,0.035089197,9.440404247,3.574000693,0.001612667,0
Tdrd12,382.1005181,411.7743944,29.23559847,8.093363313,16.43477324,5.007642664
Tescl,0,0,0.109763369,0.131311176,0.498989423,0.150876649
Tet2,17.9982266,26.95018142,20.34065309,9.311240643,126.3411804,448.4254561
Tex12,17.19642762,19.56827967,16.45932237,16.99073124,8.422404026,4.136280166
Tex19.1,187.2390889,279.74157,300.7379981,401.8550343,323.2021639,291.4923752
Tex19.2,19.67437553,23.55356081,7.405025951,13.60917945,30.58052142,52.18885189
Tfb1m,40.69692316,25.32828546,6.746585595,12.00497774,19.2350429,29.41714911
Tfcp2l1,46.90192516,60.02387101,15.81531347,20.63581916,532.2935242,690.3774669
Thada,50.6823947,26.92034082,5.084187254,12.19747115,27.59499883,32.95103295
Thg1l,17.38564089,18.03084039,8.577610532,45.63268717,26.79460218,31.47268386
Thnsl1,14.28223046,16.31632791,6.296893056,0.695948244,0.392427646,2.507907757
Timm8b,107.2102338,58.2055085,71.2070878,10.52753826,59.23384113,112.5171149
Tinagl1,0,0,0.078452602,0.005710495,3.235773904,106.3871656
Tinf2,98.45545969,88.84175028,132.799972,79.3363113,48.03562652,30.42925779
Tle6,426.3961336,236.4010061,61.29164862,25.77015062,22.33753344,6.568031581
Tle7,0,0,0,0,3.372759165,0
Tm4sf4,0.266730588,0.992113832,0.02605267,0,0,0.001153374
Tmbim1,160.1065342,87.38326984,74.14895086,14.06755676,81.04286658,123.409629
Tmeff1,3.40288423,2.750018503,1.565573522,0,12.52922255,18.40058389
Tmem139,0.052340524,0.219019278,0,0.579015355,1.214961512,11.21455
Tmem147,5.260730467,5.330951955,1.165576883,9.573957682,68.14460004,97.29160441
Tmem17,2.513409588,1.931943355,0.233165493,1.151417056,1.376436782,9.026724016
Tmem175,48.20405324,55.52287546,13.42555663,0.778895702,6.083909455,47.07737183
Tmem179b,8.032403141,3.948608475,0.974922894,3.086051003,10.61616282,48.43600543
Tmem185b,2.471926472,3.199802239,3.441676953,78.04359734,33.92900264,23.7642491
Tmem202,0,0,0.001966468,0,0,0.355218712
Tmem203,1.223887498,0.390725625,2.116561514,2.694841347,1.837781317,0.73474685
Tmem230,26.64790752,29.9481892,9.25180787,2.392020747,10.22078028,25.24402888
Tmem236,0,0,0.001093622,0,0,0.001979603
Tmem40,0.007280602,0.325210583,0.178999863,0.015915872,1.11124294,3.67453763
Tmem45a2,0,0,0.091353961,0,0,0.000427069
Tmem45b,0.009079214,0,0.257105456,0,1.479616416,37.4779039
Tmem63a,1.379509968,2.633489776,0.207672844,7.901909245,2.282579965,1.037868533
Tmem92,2.282007786,7.923710837,344.1304861,29.48638779,13.00413584,1.105550115
Tmtc3,53.34391431,28.23631538,30.85165367,30.97848545,29.03790056,23.11030943
Tnfrsf22,0.082939003,0.215883393,1.944127599,1.312352356,1.14927942,2.648403451
Tnfrsf23,0.217433161,2.290798416,0.404360602,1.340923175,0.679701545,0.602261173
Tnfrsf9,3.423541768,2.067830051,4.330796027,7.926928912,2.074130296,56.61442219
Tnfsf13,0.70154163,2.564276436,0.832940618,0.004413158,0.003225334,0
Tnfsfm13,0,0.075675015,0.16037753,0.137790115,0.246713362,0.000420913
Tnrc18,22.77115878,15.82446059,4.280363267,15.40906203,127.4898524,57.99488678
Toe1,5.143950078,6.65308236,17.681563,61.27227514,80.13334159,68.63436943
Tpk1,26.64183332,22.70355935,8.509420204,1.505733484,3.936078367,11.27745961
Tradd,4.999856499,5.511379758,0.78000209,0.270408551,9.635621697,14.33850278
Tram1,106.3911704,88.5343743,44.45037637,11.00367041,71.2125997,85.26927576
Trappc1,41.63668308,31.93047122,8.22639014,1.836104409,46.11880233,120.5312974
Trappc2,36.88990539,49.11820047,9.190556278,0.014000249,9.62040233,20.26781426
Trdmt1,18.92794319,26.23181108,7.118826435,12.590286,5.535221149,12.41956995
Trim12a,0.04539607,0.031564277,0.121265573,0,0.456443279,0.626705563
Trim3,21.51797975,10.6380405,5.236778988,9.736420019,4.456374282,7.8749896
Triqk,17.88358944,31.55942912,12.1686778,2.895053913,0.00169775,0.080335893
Trmt10b,18.1724332,5.604567719,3.622259078,13.0635129,34.58070209,41.35351859
Trmt12,14.6177042,8.422413359,24.20018725,35.85252786,10.60037392,14.2193163
Trmt2b,1.475680294,2.532011905,1.93156244,3.891729625,1.377909472,0.736249202
Trmt44,0,0.236063886,0.074485207,8.365155427,20.81000499,24.10280986
Trp53bp2,2.112407193,0.998471072,6.676878202,2.106761186,11.23088908,30.64225918
