gene,dux_0h,dux_12h,dux_24h,dux_36h,dux_48h,dux_72h
Gm43598,0.107269741,0.691609836,1.169161646,0.834726289,0.792022436,0.358843846
Gm43617,0.054447137,0.373115586,0.923881038,0.539850036,0.29129364,0.082737743
Gm43672,1.022048274,2.612890533,2.817238718,2.243929021,1.579030091,0.932440567
Gm43678,0.054447137,0.419396026,0.726693836,0.547962748,0.113075833,0.054447137
Gm44423,0.205641775,0.56297893,0.973283102,0.672091508,0.426833322,0.166257073
Gm44561,0.131852286,4.110028305,4.287574935,2.080914047,0.663583089,0.62947305
Gm44564,0.054447137,0.344364212,0.587786437,0.287641563,0.086065973,0.054447137
Gm44565,0.054447137,0.963637981,1.10545025,0.392490186,0.178566874,0.163506448
Gm44566,0.110844041,1.297320974,1.425064897,0.745997737,0.300362998,0.135215842
Gm44593,0.054447137,0.996247427,2.841576167,1.560012164,0.424583142,0.278072144
Gm44693,0.054447137,5.759604508,16.36012977,8.346392886,2.463935156,0.666031274
Gm44736,0.082660838,2.055407591,4.207283128,1.874625941,0.634152741,0.436916113
Gm44739,0.054447137,0.236912925,0.61112208,0.322052997,0.424583142,0.081369622
Gm44996,0.265656629,8.782755733,8.895291817,3.642732808,1.428275685,0.547345334
Gm45083,0.054447137,0.401796864,1.058744784,0.294831551,0.356636472,0.081369622
Gm4513,0.082660838,5.244146615,31.8064896,14.7203847,4.312760943,1.681748153
Gm45250,1.624584557,2.893209637,3.007918434,2.833885534,2.335132228,1.160441407
Gm4526,0.054447137,1.980162202,14.62171543,7.550474283,1.746312099,0.824967658
Gm4545,0.054447137,0.219270862,1.058744784,0.458183577,0.298059211,0.054447137
Gm45551,0.054447137,2.523295798,2.72084634,2.472616787,1.6697529,1.1048807
Gm4557,0.054447137,0.938830705,7.450560825,3.803001695,0.776299491,0.494932724
Gm45593,0.107269741,0.688069631,0.91363551,0.699487423,0.325067069,0.222900802
Gm4565,0.054447137,0.792519345,3.812521036,1.959907327,0.604873678,0.27260361
Gm45659,0.07905604,9.170327809,15.72774877,7.171534344,3.640470982,1.506592054
Gm4567,0.054447137,2.256768536,12.84942397,6.213793971,1.85926819,0.604047499
Gm45752,0.983659034,0.848956253,1.005470808,0.559292031,0.36137051,0.24701455
Gm45848,0.054447137,0.169227227,0.695562779,0.233115984,0.086065973,0.054447137
Gm46992,0.054447137,1.139797579,1.140682279,0.450364982,0.178566874,0.218698067
Gm46996,0.152831546,2.369951577,4.567893977,2.423010749,1.06533166,0.766831058
Gm47014,0.054447137,1.783108022,2.566747452,0.753193053,0.512548539,0.275341017
Gm47058,0.054447137,0.272992789,0.812418597,0.205885631,0.142406592,0.111018105
Gm47096,0.054447137,2.325111029,7.89961426,4.022894559,2.335132228,1.571450473
Gm47135,0.301103799,1.686757571,2.037685517,1.903055602,0.988192389,0.77094377
Gm47184,0.07905604,4.180543908,14.74858095,12.6389158,5.093139419,1.719701728
Gm47224,0.054447137,0.584221716,1.06264563,0.908628259,0.302736936,0.166257073
Gm47321,0.110844041,1.836546521,1.993278668,1.308125338,0.566538692,0.19178681
Gm47381,0.262005119,2.453274963,10.494824,5.343540273,2.38443934,0.657826071
Gm47509,0.054447137,3.148925412,5.452469975,1.63467105,0.728980791,0.384440084
Gm47510,0.163633084,3.445140207,9.467961634,4.248192628,2.86076026,1.303060751
Gm4766,0.054447137,1.017558887,5.023875823,1.987753176,0.922700472,0.218698067
Gm47738,0.054447137,4.798706429,8.029556211,4.891239038,2.497949043,1.535741786
Gm4782,1.856408946,173.5884411,393.4404245,191.1090962,60.28492373,21.59549496
Gm47896,0.181045247,0.817415896,0.89810946,0.730094797,0.352136001,0.13794059
Gm47985,0.082660838,2.217541727,4.695434401,1.827700608,0.965963562,0.412648808
Gm47995,0.07905604,3.495365952,4.384237448,2.437701005,1.301899976,0.300920093
Gm47996,0.082660838,1.591428926,3.42672867,1.774040449,1.268058784,0.439622089
Gm48025,0.262005119,1.368461844,2.429498393,0.93924318,0.638859037,0.440997952
Gm48051,0.054447137,1.372474727,1.667821567,0.566701145,0.302736936,0.193219693
Gm48069,0.565065924,1.331485993,1.971747529,1.781824026,1.421159413,0.514866309
Gm4810,0.054447137,1.149904973,3.129533966,1.580502885,1.055825539,0.358843846
Gm48155,0.054447137,0.981467508,2.929725394,1.874625941,0.627374415,0.279458669
Gm48187,0.054447137,8.816083417,10.34868095,3.988311495,1.647572959,0.766831058
Gm48383,0.332065746,1.113963469,1.452134061,0.648300192,0.293496529,0.383096105
Gm48388,0.054447137,2.195103406,6.809956372,4.251431223,1.63580451,0.69031975
Gm48389,0.054447137,0.749002238,4.928684008,2.673466637,0.963585612,0.440997952
Gm48399,0.054447137,2.298998533,5.978032862,2.344695789,1.0850245,0.469350973
Gm4840,0.353758117,27.8452861,68.38031427,35.55857796,14.61851618,5.304500608
Gm48419,0.156407366,1.644494385,23.6017573,17.85199803,5.969178983,2.810125612
Gm48423,0.07905604,0.248022236,2.729368651,2.388340718,0.69057944,0.385772545
Gm48424,0.054447137,0.236912925,1.080744531,0.621075792,0.268756396,0.082737743
Gm48436,0.054447137,1.217836327,19.17394786,14.02367061,4.771094471,1.843451508
