gene,dux_0h,dux_12h,dux_24h,dux_36h,dux_48h,dux_72h
Alox5ap,3.002315328,1.664680114,1.056335594,0.372639039,0.760743008,0.333304889
Aloxe3,5.96238941,3.598448756,4.111286668,5.330729704,3.268821926,2.028886198
Ankrd13b,9.805255405,6.727943358,5.571142841,6.099033361,4.980071868,4.412127271
Ankrd13d,11.589394,8.220404595,6.150677351,6.655427223,3.944248479,4.474561702
Anp32a,344.0843849,315.063777,252.4976076,186.8508566,224.6691975,189.4936305
Aoc3,5.771835935,5.37041902,1.623125491,0.477503324,0.203328242,0.327796356
Aox4,0.701809472,0.645222241,0.334827614,0.136117843,0.176285695,0.19178681
Arap3,7.006740023,4.252380439,3.198536084,2.280378956,0.87814587,1.495852165
Arhgdib,4.788648732,4.569543055,2.937781098,2.724802812,1.739388896,1.156483993
Arhgef19,9.133784492,7.263266983,7.68620282,6.424422705,3.474383565,1.964812708
Armc2,3.070613805,2.635351576,2.399996152,1.770540057,1.328885621,1.537308521
Armcx4,33.4523268,29.07819952,20.92855433,23.53203932,15.70471556,14.68869807
Arrb1,73.94042592,61.0656518,47.36420774,43.00889505,24.81792273,22.02496662
Arrdc2,54.3394647,15.54103167,20.41528878,34.69323607,34.50562506,25.75359085
Asb10,1.314170838,0.788616393,0.502143803,0.780449606,0.295743748,0.193219693
Asgr1,0.642372216,0.1868494,0.193288688,0.159379323,0.178566874,0.054447137
Asgr2,4.931312812,4.852357133,3.631899989,2.139441559,2.479183955,2.40322747
Atg2a,57.64738775,53.46531203,34.86000279,30.08143706,22.76615528,27.65121647
Atox1,168.4137403,120.8438587,108.2731174,90.0245954,95.94835676,77.34399474
Atp10a,3.752595811,3.216181947,3.388771835,2.691551023,2.147719266,1.131823822
Atp1a2,39.16169945,21.93645442,28.59091244,32.49483743,22.33911914,15.74991019
Atp5g3,342.0352927,288.3427064,217.4582077,169.8479691,205.6375687,186.4581465
Atp5k,46.36028741,44.79042493,32.39354874,24.87697315,32.0587014,26.89725759
Atp8b3,1.930077098,1.887549599,1.592506229,1.079023742,0.724403921,0.61344363
Axl,3.039115533,1.715823612,1.531274817,1.685882801,1.008950828,0.909747577
B230217C12Rik,7.542838451,6.240341547,6.155778636,3.925139823,2.481500509,2.085361202
B230311B06Rik,3.098833729,1.82663916,2.711707911,1.906899074,1.793069183,0.724072673
B9d2,9.054854046,7.836481729,5.256960285,5.927480864,4.362490014,2.638910644
BC051019,2.317120435,0.992437484,1.035434174,0.450364982,0.566538692,0.303658278
Baiap2l2,5.456201862,1.690070784,2.417811752,3.396544006,1.624563832,0.854444429
Barx2,1.384142488,0.776979202,0.502143803,0.419149352,0.232582182,0.190417704
Bbc3,173.2618758,57.72130821,82.822371,98.5319357,130.6218682,137.5470594
Bcas1,19.12648801,13.52524209,14.81149789,11.49133618,7.582688992,4.840979604
Bhlha15,7.344878126,3.294614544,3.916206717,6.570198382,3.556806554,2.667476029
Bicdl2,6.666279854,3.917973195,3.215825315,2.446400435,1.319509984,0.857321123
Bpgm,21.45191679,20.10898243,13.63761536,12.51547134,11.81893448,9.814993513
Btbd2,124.5908111,63.2924572,66.47065396,65.57871395,51.26866922,46.95423332
Btg2,85.80055352,57.3552395,68.0961059,45.62277207,31.49477662,24.59898825
C1ql4,5.850258586,1.518721759,2.500883363,3.766311341,1.791358216,1.239581716
C1qtnf1,4.041494564,2.056772273,0.89152976,0.98560749,0.63206228,0.715803062
C1s2,2.841385052,2.273712598,2.200277878,1.071987467,1.069566366,1.269623381
C3,4.350574991,1.972803556,1.416807822,0.717904502,0.268756396,0.16490321
C8b,2.567613561,2.098088464,2.026163282,1.521553474,0.695161881,0.666031274
Cacng6,22.84743099,10.70543636,10.15712982,10.71516886,8.154037292,6.704418871
Cadm2,3.980592896,1.224839554,1.729900817,2.407483456,1.504849544,1.4580904
Cadm4,118.9641993,55.98708572,72.47955367,77.11061568,76.82922324,96.07742626
Calr,1222.485776,614.8894866,665.8311132,906.568169,1015.378277,1133.454281
Camk2b,25.38668298,15.70434207,17.15365426,22.82438758,14.82054991,11.65902391
Car5b,4.124395636,2.149088622,2.289780652,2.058009979,1.179824985,0.85037002
Car8,4.579953756,2.427940767,3.082182522,3.40808584,2.292122384,2.239726184
Car9,2.591951755,1.028735713,1.523551239,1.708903386,1.103844059,0.631022129
Carhsp1,139.3816685,66.05794561,68.68122471,72.98726551,77.92514245,90.28090812
Casp6,14.58823283,12.60664333,8.984380348,7.2723462,5.70415683,5.736372159
Casq1,14.34043599,12.98084049,11.19837409,12.16749309,8.977951045,5.252626002
Castor1,21.10161283,18.26684668,13.88285308,9.142635919,6.790706794,9.288045976
Cbln1,11.19978908,10.0338643,10.57732032,10.5896464,6.312255948,2.92516802
Cbln3,1.746722081,1.589795075,0.502143803,0.625068215,0.239425637,0.389842376
Cbx8,2.454233772,1.856614855,2.261204696,2.139441559,1.268058784,0.663261961
Cby1,39.5479574,31.66178884,32.24773456,21.2984339,22.96447376,17.98881281
Ccdc117,130.4836603,57.20774708,68.36902972,65.51076986,65.19658424,70.50584033
Ccdc148,1.497819575,1.088813631,0.639650107,0.579064898,0.363628297,0.329246561
Ccdc184,1.525949851,0.691609836,0.390653448,0.430947271,0.115405308,0.109660228
Ccdc28b,3.030858731,2.918714366,2.836363648,1.444234278,1.5001057,2.23800421
Ccdc58,83.44199219,76.14409201,58.83183131,49.15330766,44.4420475,34.1450861
Ccdc63,3.837057399,2.935759741,2.986325592,2.126352399,1.577297757,1.334182637
Ccdc8,7.297584468,5.703870996,3.859800158,5.008050982,2.3260209,2.114847013
Ccdc88b,17.35214291,5.042287921,6.763451486,8.166537222,5.235117333,4.916398857
Ccnd2,12.14197677,9.92536276,5.786047112,5.52338734,1.827633157,0.93654421
Cd164l2,14.26516482,3.255099622,4.35737218,6.972564254,3.214771971,2.593689078
Cd300lg,0.667121378,0.634206852,0.302258468,0.241135255,0.086065973,0.081369622
Cd37,15.62861955,11.11826628,7.975480503,9.217970258,7.251719952,5.69383094
Cd6,3.608554092,2.001405708,2.51493411,2.259651297,0.70221261,0.418134098
Cd7,1.204632242,0.512938625,0.250384088,0.399860068,0.144694669,0.330635123
Cd74,13.92398333,5.514659066,6.432260949,6.5500424,3.000803863,2.927003581
Cdc42ep5,12.99238472,12.64306514,6.911786096,4.197720575,2.63218056,2.245447009
Cdca3,141.3744289,122.0954847,103.500344,67.98053949,80.7197155,68.49854252
Cdh7,1.461464684,1.172339821,1.225090992,1.444234278,0.614247213,0.304955745
Cdhr1,5.038340408,3.896121489,3.021860988,3.631516089,2.193002709,1.716461258
Cdk19os,4.231004871,0.57752491,1.535602067,1.637928516,0.965963562,1.076797057
Cdkn1a,226.7717006,84.18943357,135.8316101,144.7605857,165.8871781,161.1212666
Cdkn1c,36.23299562,18.3241412,16.61358421,17.37653344,10.8573953,9.629156775
Cela2a,0.927368191,0.856486354,0.894198421,0.419818187,0.176285695,0.111018105
Celf6,1.085800958,0.749002238,0.504732348,0.314779905,0.237186993,0.24701455
Cercam,18.31718276,9.615905485,13.15250263,16.232142,11.83173689,10.61242316
Cers4,47.01562504,32.48558137,24.52356483,18.75337013,11.79528301,11.11749355
Cetn2,33.08415192,31.82782348,24.23513262,16.2035079,19.54228534,16.62005648
Cgnl1,39.00045377,25.5976014,21.94539151,20.37376521,9.723130472,9.454393523
Chchd2,549.2110854,492.5053005,407.5054223,301.2649253,361.2608244,296.872067
Chrm4,3.402827232,3.334708655,2.749670288,1.767299179,1.083203863,1.125180044
Chrnb4,5.960298024,2.803545798,3.40319285,4.179106423,2.035555723,2.073315103
Chst1,4.713142574,2.398976624,1.937500672,1.778759173,1.073693297,0.721183363
Cib2,4.692848148,1.612435026,2.259339776,2.961931363,2.276612744,1.777155033
Clcnka,3.841363825,3.269038256,2.82589831,2.749726329,2.34701834,1.223765042
Clcnkb,9.774931429,5.185036042,5.507990978,7.078655212,3.532454132,1.791732001
Cldn3,4.234758216,1.984321177,2.827088756,2.235174601,2.436949622,1.631869719
Cldn5,3.867342003,1.65525391,1.944310507,2.259651297,0.760743008,0.278072144
Clip2,17.03657192,13.71813522,15.59104412,15.01280734,7.854196967,6.345402471
Clip3,12.23581984,8.893021539,7.455624015,4.667162935,3.827094587,4.440622956
Clnk,1.116962328,1.110886692,0.333505275,0.294831551,0.210136276,0.19178681
Clta,286.7264682,258.4236601,192.2804037,141.699552,150.0414578,166.435846
Cmtm8,10.87350609,7.071183754,7.418700826,8.528836986,6.194982287,4.541699277
Cngb1,4.56005915,2.9534355,2.281588578,2.270822842,1.629355528,1.354438167
Cnn1,5.138293203,1.998033271,2.320563709,1.890769249,1.207085371,0.775099669
Cnp,29.20714121,22.72294588,22.10875429,16.72505899,11.38345238,10.79884737
Col2a1,10.10580461,5.206347819,6.541066511,6.346745453,4.103933051,2.589515517
Col5a3,45.93529784,17.93233875,19.1211867,20.7136585,12.31694761,12.15233706
Col6a5,3.423672326,1.875915501,1.958099044,1.560012164,0.634152741,0.99594538
Col7a1,8.288095771,6.69884546,5.469371709,5.93626068,3.064429706,4.665901025
Col8a2,0.987432906,0.931417175,0.277633322,0.465544615,0.086065973,0.279458669
Copz2,4.981323704,2.424411549,2.809685107,4.205877197,3.639248886,1.626225221
Coq8a,97.68129168,43.23417208,67.57885898,65.68577869,60.21865686,44.5149058
Coro1a,21.89265449,15.69700954,12.30757313,9.733863048,6.643999929,4.325818721
Coro2a,9.348489162,3.784628859,6.523215377,8.727937192,6.08572054,5.23563128
Cox4i2,8.605899164,5.904037654,3.644719044,3.140924467,2.025662895,1.548198125
Cox7a1,12.79848599,10.26924674,10.30636253,7.158109385,6.776343546,4.655691426
Cox7a2,158.312546,127.525819,99.5606846,80.56899382,104.9124811,86.9214731
Cpne5,30.18130459,20.72825946,18.8559587,16.51952338,14.15167828,15.93404527
Cpne9,3.797647129,3.572250781,3.144953452,2.006788961,1.545634945,1.264120485
Crabp1,79.80812796,58.04103682,61.88656947,61.92831492,51.62931128,30.28857286
Cracr2b,4.209507699,2.685817375,1.75361143,1.377853704,1.0850245,1.02305793
Crhr2,2.58875504,0.881488497,1.167878832,1.071987467,0.451508372,0.664640764
Crip1,12.49690896,7.269196436,4.833109731,2.667173904,1.929214486,1.041645122
Crispld2,5.243091888,1.654816058,3.658340813,4.829007183,1.367632527,1.179053597
Crlf1,9.499307706,3.495365952,4.424793628,8.052992779,4.583860572,2.732741555
Crmp1,6.054201637,4.291916458,2.577520651,1.680707179,1.389818997,0.857321123
Crnde,5.351166356,2.528124559,4.275349942,5.123421291,3.630291879,2.438469134
Crtc2,39.16537911,22.29836864,20.05697449,30.6014724,27.83534584,27.52604343
Ctf1,4.940481042,3.711559172,2.441851915,2.344798221,1.719457063,1.83271274
Cthrc1,6.036708259,3.451264656,4.353639262,4.512198932,3.343807402,2.050967203
Ctxn1,21.44214582,5.831005644,6.661732099,10.1774303,7.9888338,7.126614739
Cyfip2,51.93209231,25.93870694,37.61061331,49.36520851,40.46894881,49.38730681
Cyp2c23,1.972465409,1.439917721,1.476836878,1.394164458,1.250392226,0.466583579
Cyp2d22,6.219602485,3.46483196,5.036100617,5.073771577,2.335132228,2.154377468
Cyp4f14,0.761885211,0.716736412,0.413852336,0.132157877,0.29129364,0.139334588
D630003M21Rik,1.894856665,0.981467508,1.182512863,1.46779605,0.692825128,0.273991395
D630023F18Rik,14.39114709,7.261620064,8.642870135,9.69019058,8.208063744,7.007988204
D830024N08Rik,5.557573151,1.560884188,3.011567599,5.421319684,5.148118393,4.709107774
D930020B18Rik,1.500696026,1.492512743,0.91363551,1.397855066,0.415275943,0.465233373
Dad1,108.9851163,101.6302587,71.68103158,50.60723321,55.35825682,53.16850834
Dapk2,4.333637831,2.997234121,2.802622889,1.867213535,1.04901097,1.608824766
Dbi,227.3861144,177.5396752,149.7374674,107.2746631,113.5042692,83.97118117
Dcaf7,184.1420683,97.04117001,92.03359769,114.5633192,96.35461186,104.3134578
Dcxr,11.01203095,5.901617905,8.999021715,8.056795218,8.097960291,10.11937394
Defb42,4.474703561,2.235628761,2.926187429,3.843670743,2.911982164,1.812317462
Dffb,17.71761993,10.15298446,9.097177513,10.90906108,11.85903776,13.82338376
Dhcr7,182.0263021,123.9643509,165.7153188,117.9637366,73.01983976,66.79372737
Dhx58,2.421826683,2.030177875,2.345024103,1.215132578,0.783134396,0.714302259
Dlg4,14.00965016,9.166960827,5.381489518,5.141616019,3.452058516,3.445347277
Dll3,3.27446329,2.387717942,1.920917943,1.490743512,1.301899976,0.811649906
Dnah14,5.526214068,3.658853869,3.503720855,3.088167306,1.789146714,1.676089113
Dnah8,26.70334558,19.57046507,12.38989107,11.91282809,6.019768558,8.773333493
Dnajc12,7.709877944,7.695685844,5.923813399,4.529384685,3.082601352,2.236829097
Dnd1,22.30855309,17.62573201,12.15294681,8.313318649,7.123973764,5.349956178
Dnmt3l,204.7446867,177.4315122,93.85313501,46.04400278,30.16222313,25.78668557
Dnpep,203.3364927,154.8296762,129.4305756,95.83674593,87.39670709,91.33684869
Dok4,7.30097288,6.658012588,5.55571737,3.56083919,1.60847033,1.603488657
Dpf1,22.91872739,12.77308102,9.15478811,8.706229986,6.116337116,6.394967079
Dpm1,47.1933109,21.40305642,27.92999616,41.35889993,37.20302009,38.47169124
Dpp3,183.0816082,161.3885151,108.158491,93.15641806,87.31963962,86.0589085
Dpys,6.301092389,2.822018839,4.992371685,4.61167693,5.474567248,3.627980149
Drc1,3.707120513,3.150815652,3.490658911,2.844706085,2.464397316,1.074044568
Drd4,1.818516515,0.469375014,1.423339284,1.660756474,1.175526537,0.804865961
Dstn,375.9333332,305.3995554,275.0127818,201.6207614,207.4898574,205.1464649
Dtx2,34.83735439,24.92960728,22.92786781,22.97371828,16.57499962,13.47115443
Dusp26,3.604403543,1.225749569,1.666478358,2.325272276,1.480131111,0.906944106
Dut,232.0834902,193.6130105,157.4068879,115.204924,117.6726004,97.07370589
Dync1i1,1.834833824,1.648111467,0.974363015,0.924784447,0.207856235,0.608066678
Dynlt1a,43.22352174,30.55384024,27.80942801,26.19907631,24.32393593,19.70039749
Dynlt1b,142.0919133,92.77887682,88.10894566,79.29487419,79.39854551,65.84091453
Eci2,25.8455877,21.57342496,18.71667991,18.26719646,16.26247186,12.00359134
Eef1a2,3.960639042,1.455279667,2.112848391,1.750448936,1.279776493,1.208665497
Eef1akmt3,2.183331626,1.615717138,1.247103118,1.29684362,0.692825128,0.660523687
Efcab6,2.003279191,0.645222241,1.121186471,1.001839584,0.205616454,0.659206595
Efhd1,5.847148474,3.310705145,3.026942377,3.066662906,2.675042368,2.294456197
Efna1,4.568197398,2.496257456,2.1851627,1.825555819,0.848690516,0.667248591
Efna2,8.938538142,5.523939599,6.038548421,6.010232831,4.159759403,4.109772602
Efnb1,31.52488067,8.93193843,13.42543571,17.65109542,12.35489096,10.2324377
Elavl3,30.06988208,20.6133095,22.2678275,22.80580369,11.96071876,10.52707012
Eln,5.55077542,1.439917721,3.009754143,5.185231678,1.442195434,0.962239229
Epha10,6.752664685,2.216397427,2.281588578,3.579593819,1.340457253,1.350047692
Epx,1.609704523,1.254684398,1.057509675,1.214520785,0.419947771,0.414121689
Erh,383.4813156,377.4238901,249.8662916,179.0880222,210.428484,182.545499
Espn,31.14225665,16.74600109,12.10064863,13.84649681,7.51513831,8.323402418
Esr2,1.437015386,1.286019457,0.864318305,0.648300192,0.607201136,0.410057596
Etnk2,18.50568977,14.63758999,9.245102559,8.091706786,4.673124689,5.983133485
F730043M19Rik,24.91658866,24.13534441,18.92080087,23.71456825,12.45289671,10.94193429
Fam131a,7.320001075,2.327962675,4.266368746,4.379399996,2.754528571,1.73814186
Fam131c,22.17716612,13.02219959,9.210089392,8.400911296,3.971635503,1.790704501
Fam162a,152.9423207,107.2771955,87.57328983,37.95255506,35.99075462,29.36343004
Fam166b,2.727315196,0.848956253,0.948512739,1.250577828,0.383706541,0.496324254
Fam171a2,8.798449138,5.290849539,5.848448129,6.65822962,4.531700567,3.394031607
Fam53c,66.31288767,44.00130501,59.16070215,51.00639155,29.04082177,25.34797088
Fam78a,13.49528621,13.37018789,11.51753871,12.5040707,7.845382898,5.070774388
Fam83e,2.081053487,0.917610046,0.716241062,0.450364982,0.505591956,0.389842376
Fas,2.267928431,0.626937399,1.084995699,1.980451149,1.613182791,1.483718379
Fbln2,8.435565327,2.281870526,3.540615909,5.409942289,1.98614285,1.576276476
Fbxo41,4.126882695,3.841422691,2.917363714,2.357209798,1.644687876,1.122510998
Fchsd1,16.80680173,13.22120243,9.981969087,9.331910593,5.009501004,5.537828028
Fdps,13.24627347,5.052510261,3.928864158,3.316248001,2.041947135,2.63495374
Fermt3,2.675301887,0.992437484,2.150366668,1.44090299,1.396793207,1.184727457
Fgd2,4.655085312,1.894833174,2.094723266,2.011295057,1.108316962,0.554131906
Fgf22,1.912797403,0.520200827,0.783758492,0.644174047,0.325067069,0.500326945
Fgf8,5.128698556,0.688069631,1.270078288,1.478178453,0.839373295,0.906944106
Fgfbp3,5.42760253,2.380226482,2.105969735,2.905735044,2.544502606,2.750215426
Fgfr2,5.360997232,3.323688979,4.657382895,4.332648653,2.804294753,2.497876608
Fgfr4,11.7831177,5.209188235,8.144973024,10.1773441,6.995953335,7.018551862
Fhad1,5.483974536,3.08274415,4.004320024,3.750571688,2.089180195,2.523857761
Flot1,39.42033345,26.6992557,18.65062749,16.51631942,14.05033392,14.476585
Fsbp,7.174547475,5.920114147,5.158796928,5.598355566,3.610440131,3.391128482
Fsd1,38.68427808,23.59444145,23.02232566,22.02090086,17.05598402,19.70039749
Fstl3,4.239886181,1.082318221,1.443310866,0.955065022,0.456136137,0.523285745
Fyb2,1.945805481,0.576792802,0.80456746,1.712050607,0.568857254,0.273991395
Gadd45a,61.36452781,20.99652251,27.65474306,35.69602161,39.88482864,51.05050685
Gadd45g,42.41063026,2.678688968,6.756212875,10.18570984,16.59332705,35.5464756
Gale,26.69710256,23.95465733,18.411055,11.01641326,10.16592503,10.88252442
Gap43,4.765225974,4.534542039,1.531274817,1.381906684,1.146365857,0.711849959
Gapdh,7124.32793,6748.622713,5557.852738,3748.290314,4822.15991,4445.116593
Gata1,3.786994383,2.14398835,1.173283469,1.250577828,0.692825128,0.467971233
Gatm,11.40498606,6.719803305,9.215903235,11.40174969,7.020151504,4.478033506
Gchfr,2.973556008,1.751550304,1.983104279,1.595699056,1.435028399,0.828919747
Ggt5,1.316872263,0.877567912,0.89152976,0.932628552,0.595813813,0.190417704
Ggt6,3.016962583,1.525869711,1.77907739,1.684712211,1.222669865,1.299084452
Ggt7,3.81655689,1.565589285,2.111705402,2.923817736,0.936601347,1.110287637
Gm10146,4.083136066,3.923964239,2.800246103,2.162221283,2.603277502,2.153113707
Gm10382,12.4469898,0.791563851,2.155184137,4.119902426,4.312485167,11.86338252
Gm10687,1.856408946,0.720289814,0.638493592,0.741034802,0.422185051,0.166257073
Gm11496,0.610703931,0.426788373,0.220537922,0.128156924,0.113075833,0.082737743
Gm11575,0.786830711,0.161878846,0.083007754,0.31818724,0.146996334,0.469350973
Gm11961,1.345885062,0.645222241,0.526979508,0.438911588,0.36137051,0.306421289
Gm12070,41.17989011,37.73422097,35.84377526,20.2787528,27.5404699,25.29286357
Gm12207,3.650853872,1.170530138,1.055220597,1.435903674,1.103844059,2.004697379
Gm12208,1.591783451,0.526807666,0.58252497,1.281585898,1.335907688,1.387921765
Gm12932,5.604910697,3.528022068,2.766101018,2.427458795,1.671895594,2.409773907
Gm13292,11.13807,10.50474271,7.960882939,5.31902525,5.753848701,5.930758381
Gm13394,53.82362802,52.25580817,42.50535976,29.12341292,38.0793496,33.26734108
Gm13502,5.39608274,3.726299074,2.629855135,1.607395945,1.534526325,1.600932488
Gm13511,0.797070732,0.104490772,0.167375704,0.474284791,0.266489808,0.772377148
Gm13642,1.441587528,0.136840827,0.445134089,0.395839403,0.625269167,1.382983454
Gm14760,12.48628742,11.85999961,9.489839378,6.062119855,8.139081741,7.356948679
Gm14790,5.124818033,3.218586762,2.693701466,3.055615393,1.927171153,2.374172089
Gm15344,14.48881876,1.803703873,1.945347138,6.320587091,6.496947649,7.70549607
Gm15459,985.3552117,762.879769,421.0204128,263.1971396,290.9191402,317.9240199
Gm15832,3.186532366,1.948178553,1.555029319,2.286864669,2.193002709,3.022695666
Gm16096,1.416162066,1.385873803,0.808473659,0.664325139,0.505591956,0.44247471
Gm16270,2.155508232,0.70186822,1.75361143,1.716657185,0.62287564,0.528663711
Gm17529,3.158449702,0.605497864,0.722838232,1.330163062,1.067681303,1.66593879
Gm18648,0.501233294,0.083162635,0.111542477,0.151438494,0.322884666,0.470659176
Gm21451,2.921572169,2.005552872,1.290317399,1.281074931,0.672824474,0.853204978
Gm21781,56.30599367,36.79597826,38.09776924,37.18328975,22.5096958,16.85970068
Gm22486,3.049350879,0.365545651,1.109486315,2.004124299,2.362819448,2.365592851
Gm2451,4.789733929,4.181752065,3.889471481,2.336748011,2.957822473,2.876620664
Gm26457,3.594776992,0.623908655,0.75141168,0.951973472,1.184068771,1.328786836
Gm26564,8.325144459,6.096101501,5.113727193,4.126148922,3.356477105,2.509128215
Gm26644,2.687134235,2.06969039,1.055220597,0.641015189,0.853335349,0.381731128
Gm26917,1564.109417,393.2841096,375.6728464,437.338375,394.3667488,629.9115896
Gm2762,8.59507652,6.360890872,3.041633028,1.899558647,1.243280505,0.847507334
Gm28277,1.144953418,0.298028182,0.302258468,0.699487423,0.388243074,1.021611098
Gm29170,21.3484374,8.35055679,9.279637138,10.66799342,13.4033808,18.86986866
Gm2a,84.91782067,54.06241864,59.24614618,49.26376662,42.82506909,39.28270512
Gm32585,2.113633117,0.631345819,0.589102449,0.306833458,0.29129364,0.21739455
Gm32742,0.705400525,0.50553374,0.277633322,0.36127635,0.115405308,0.081369622
Gm35558,1.45160548,0.290550247,0.447663162,0.399860068,0.483160403,1.020310787
Gm35818,2.052917207,1.969635198,1.223427363,0.772346561,0.422185051,0.275341017
Gm35986,3.845080087,2.789822607,1.653456056,1.747072398,1.524887703,0.800729148
Gm37094,1.180200597,0.319271163,0.250384088,0.40380893,0.429023372,0.666031274
Gm37123,7.936058804,3.870057126,3.597931538,4.743662556,5.507248925,5.31061627
Gm37745,1.919196147,0.573238101,0.554112366,1.071334191,1.031322175,1.266574038
Gm3788,3.985283077,3.841422691,3.062682665,2.158385107,2.991760099,2.649853259
Gm37906,1.72944774,0.591645712,0.559212989,0.625068215,0.577813,1.398773688
Gm38043,2.937117035,1.357305332,1.034203601,1.583928287,1.103844059,1.871766865
Gm38257,1.764590021,0.409151643,0.808473659,1.152859687,0.699701728,1.758431217
Gm38372,10.73474933,9.679120303,9.045446181,5.866866268,2.902065137,3.370254601
Gm40309,2.320473304,0.233206571,0.97592765,0.908628259,1.259255261,2.270394586
Gm4149,7.054580426,5.937343598,5.017880027,3.757078525,3.730533764,4.033266118
Gm41609,24.67192463,20.89113205,11.59288501,10.91897438,7.431124845,8.777522685
Gm42372,4.092830314,2.445380564,2.200277878,1.665588592,0.812445565,1.183254609
Gm42732,7.367674895,2.46036309,3.454494003,3.233731671,5.411345341,7.110792574
Gm42798,2.412801014,0.902689316,0.837215443,1.269837671,1.413051126,1.877813598
Gm43484,1.627515025,0.20824035,0.642284905,0.473674932,0.546234207,1.29323541
Gm43566,6.020601352,2.703306977,2.346321572,2.158865277,1.43504375,1.648911738
Gm43714,2.961182464,1.27507143,1.276715695,2.003082542,1.301899976,2.512952966
Gm43813,1.271346589,0.129461326,0.385328842,0.36860905,0.550893639,0.715803062
Gm43817,1.670011592,0.319271163,0.306265371,0.815791972,0.582484996,1.653280846
Gm45242,0.578783943,0.083162635,0.081708458,0.256365559,0.392931112,0.470659176
Gm45591,1.645293203,0.888810543,0.922677125,1.025481412,0.453837081,0.469350973
Gm45797,1.771878403,0.659333429,0.75141168,0.675628193,0.760743008,0.906944106
Gm46332,17.50059198,16.19801697,7.318815462,4.157369167,5.962116828,6.139149766
Gm4737,210.1975383,205.0985369,151.0115035,102.255035,126.2437301,119.3273953
Gm47545,0.719914656,0.108168252,0.140114382,0.132157877,0.332067695,0.193219693
Gm47585,2.535479231,0.688069631,2.450347525,2.135030388,0.884894183,1.711086234
Gm47690,4.516291558,0.426788373,0.529398994,0.768362804,1.087708104,1.756571746
Gm48342,1.399566317,0.319271163,0.334827614,0.34928335,0.239425637,0.248429761
Gm48586,0.969382625,0.290550247,0.110269076,0.36127635,0.329665813,0.415546012
Gm48604,12.57280173,9.87769655,11.89944496,10.56539179,7.643795685,5.958745639
