gene,0h,12h,24h,36h,48h,72h
Fhod3,0,-0.644587113,0.042645029,0.682277647,0.657830105,0.559278838
Gtf2a1l,0,1.299968215,0.925960979,0.466917493,-0.076570629,-0.396952691
Mier2,0,-0.337768947,-0.21614579,0.01079852,-0.080781349,-0.016042607
Grm2,0,-1.317902647,-0.252362278,0.319581234,-0.264909492,-1.703236977
Bcl2l13,0,-0.31992275,-0.144267777,-0.105824488,-0.025934357,-0.029819257
8030474K03Rik,0,-0.66529432,0.226943311,0.779430705,0.23665672,0.402912828
Gm37850,0,-1.34017858,-1.036300197,0.141536156,0.366863643,1.189736093
Nfatc3,0,0.315711838,0.052942327,-0.156565171,-0.353855997,-0.277022157
Fam171a1,0,0.615739808,0.216456715,0.542673013,0.185152684,0.294295489
Sh3rf1,0,0.563149297,0.417846405,0.278291735,0.234235353,0.420838768
Klhdc2,0,-0.319957737,-0.028174221,0.128562697,0.508218425,0.567599449
Mcc,0,0.71313888,0.414575849,0.649366222,0.008839117,0.093176401
Nmnat1,0,0.826321216,-0.52973033,-0.437248474,-0.346119327,0.123223366
4732440D04Rik,0,1.527178193,1.862638736,1.435973843,0.427094866,-0.247308817
Rara,0,0.37928263,0.02867264,-0.176977671,-0.597979879,-0.861265667
Plxna2,0,-0.633952458,0.031724932,0.573503285,-0.059146099,-0.098695771
Cdr2,0,0.444544608,0.764365681,0.317198866,-0.21761564,-0.879897839
Sh3yl1,0,0.896166564,1.261349141,1.091035871,0.817147772,0.794878995
Purg,0,0.623500029,0.510467413,0.479482026,0.246902793,-0.36337297
Ddit3,0,-0.364306267,1.822346155,2.610766486,2.357451029,1.571161355
Lrp12,0,0.660479736,1.157674474,1.140254319,0.804185607,0.692027899
Peak1,0,0.321604911,0.219444303,0.618634817,0.66856688,1.048542244
Tex15,0,0.506874696,0.328830896,0.398108378,-0.039043259,0.016445697
Zfp319,0,1.16012785,0.651460884,1.13943673,0.152338123,-0.347533601
Tek,0,-0.49676778,-0.584726605,-0.790501928,-1.072542036,-0.980333514
Slc6a15,0,0.74292929,0.39219555,0.148932774,0.420650919,0.259625825
Rpp25,0,0.427704146,0.01041678,-0.073231222,0.082846554,-0.184169987
Sertad2,0,-0.385007227,-0.347872781,-0.095521484,-0.450980209,-0.279827015
Rep.RLTR41C.LTR.ERV1,0,1.754598859,1.769201956,0.301084527,0.433727709,0.840238936
Wasf3,0,-0.301465861,-0.175708256,-0.342614799,-0.378563533,-0.179616691
Mark2,0,0.357217131,0.353004694,0.278758677,0.212660734,-0.028409554
Ttn,0,0.692601642,-0.106176726,0.45834965,0.045577292,0.532458736
Tmem151a,0,-0.921804572,0.242001592,1.301190657,1.180656498,1.503217314
Gse1,0,0.341314271,0.208820849,0.324081988,0.443201932,0.779315161
Mei4,0,1.129115,1.137767616,0.657656698,0.778590341,0.064351394
Abhd6,0,0.465811709,1.725576705,0.924792155,0.644424183,0.181901623
Ccnjl,0,0.671788916,-0.247106912,-0.506039872,-0.883371819,-1.225163799
Zfp709,0,1.135061371,1.048324142,0.714951226,0.31089185,0.322594648
Glcci1,0,1.202264033,1.633886419,0.949718439,0.107274403,-0.64229619
Zfp939,0,1.4049822,1.536187697,0.958099081,0.313279163,0.67951252
Fbxo33,0,-0.367672821,-0.054411815,-0.385423704,-0.445092016,-0.992992114
Ints6,0,0.423845676,0.715949432,0.589002036,0.783648771,0.817254333
Rep.MURVY-LTR.LTR.ERV1,0,0.513923184,0.717734341,0.438199834,-0.03527198,0.493170525
Map3k3,0,-0.351322885,-0.200239717,-0.041918594,-0.134773724,-0.272931585
Rep.RMER21B.LTR.ERV1,0,1.207425199,1.438548626,1.361866887,0.921985825,0.659253059
Ubqln2,0,0.364105774,0.515992908,0.362285226,0.238662095,0.371409419
Ggt6,0,-1.095165384,-0.834534668,-1.017678708,-1.266144573,-1.17302465
Nckap1l,0,1.008334192,0.746770565,0.324725291,1.094377,0.796921948
Six4,0,-0.382954083,-0.356675382,-0.317660996,-0.578657228,-0.564194214
Rnf170,0,0.653899813,0.792642841,0.519055234,0.410556158,-0.098712023
Ttyh3,0,-0.467798827,-0.377850619,-0.064495905,-0.447918077,-0.193342466
Gm45797,0,-1.559168177,-1.344229967,-1.598039825,-1.228469576,-0.918164784
Kif24,0,0.433023776,-0.247239153,-0.078511737,-0.239377923,-0.080990525
Uprt,0,-0.984436657,-0.495139625,-0.208988961,-0.92396212,-0.84642577
Tox2,0,-1.03567047,-0.495346778,0.248848276,0.106922551,0.74915734
Cdkn2d,0,-0.449479459,-0.264514307,-0.435624138,0.008411692,-0.413744428
Rfxap,0,-0.563144626,-0.151190359,-0.512340271,-0.133557303,-0.367780824
Tiam2,0,0.632324144,0.271878062,0.382845877,0.138033528,0.127142664
Rnf24,0,0.574196426,1.018156466,1.490746651,1.141302963,1.364838318
6720489N17Rik,0,1.024543743,0.376565367,-0.057407891,-0.632340776,-0.448544313
Fam184a,0,-0.67024229,0.298574873,0.924974038,0.668251902,0.962773841
Zfp69,0,0.845032101,0.917509095,0.267418418,0.310322927,-0.439293099
Rep.MER89.LTR.ERV1,0,1.394067851,3.986438954,3.404885171,2.526967705,1.616669966
Sfmbt1,0,0.560304673,0.417595991,0.737714253,0.744151536,0.607277333
Cnot6l,0,-0.423619214,-0.218244003,-0.387005969,-0.406367272,-0.520569576
Thap11,0,0.358125149,0.045480508,-0.204487115,-0.02492043,-0.182294567
Wdr20,0,-0.381404251,-0.19647007,-0.176241917,-0.095567142,-0.091646464
Mepce,0,0.408969096,0.446392397,0.466943431,0.011882073,-0.334014624
Cxcl10,0,-2.108491286,-1.117772959,-1.640820819,-1.792700605,-2.068179317
Rnf2,0,0.256721374,0.223994519,-0.069561527,0.110442287,-0.031179373
Gnai1,0,0.448044697,0.612635875,0.563560596,0.513811126,0.469660447
Gm8663,0,-1.190966236,0.368841053,0.168625948,0.258886164,0.498814003
Peg3,0,-0.26724149,0.035866937,-0.102222246,-0.255366064,-0.069148878
Limd1,0,0.519553052,0.599979358,0.600282911,0.032122306,-0.379363145
Tmem173,0,1.137321511,0.882492714,-0.167314518,-0.130282292,-0.032302162
Osbpl11,0,0.327348669,0.114686165,-0.174855166,-0.452051703,-0.928606557
Adora2b,0,1.192166422,1.835817909,1.470562555,1.092658812,-0.130777159
Chd8,0,0.254666082,0.193001057,0.083624249,-0.081338216,0.063148338
Trim59,0,0.289665189,0.240573689,0.105459943,0.241141671,0.150377862
Lamc3,0,-2.391764134,-1.013828931,0.268033141,-0.874980792,-1.209838304
Sap30,0,0.301431932,0.066203294,-0.435053899,-0.119256548,-0.152641227
Lratd2,0,0.8838932,1.579561526,1.516437381,1.119317379,0.486601252
Wnk1,0,-0.239368681,0.042168426,0.155962704,-0.111157882,0.244649231
Rspry1,0,0.477592479,0.245639246,-0.014793998,-0.128086796,-0.227328923
Smc6,0,0.298763058,-0.039854879,-0.395966489,-0.216534517,-0.115754265
Dpysl3,0,0.380953135,-0.068808756,-0.225006905,0.001573809,-0.387044539
Add2,0,-2.728020127,-1.235726944,0.151485537,-1.634160166,-2.91253811
Hmces,0,0.309563932,-0.362478063,-0.993049631,-0.363360629,0.111215836
Siah1b,0,-0.283856228,-0.240371645,-0.847271668,-0.849215095,-1.027442197
Fgd6,0,-0.439508803,-0.212001888,-0.047072484,-0.562654274,-0.455568238
Efr3b,0,-0.545060223,-0.086244326,0.808673613,0.124399306,-1.129944149
Cdca7l,0,0.328384458,0.45240313,0.713103779,0.85681838,0.515139443
Epm2aip1,0,0.349874264,0.210795367,0.20282214,0.324123842,0.222915069
Gm11839,0,1.810452279,2.698113302,1.95557258,1.920661822,1.469940107
Rep.IAPLTR3.LTR.ERVK,0,1.254567184,1.850156389,1.136423296,0.374014605,0.708080136
Ssh3,0,-0.534057212,-0.464347253,0.014633095,-0.527398137,-0.552420755
Zfp131,0,0.348698762,0.471130225,0.328156133,0.417144072,0.269285368
Ptprz1,0,1.311392385,1.543151148,1.000599771,0.157895536,-0.002972283
Mpdz,0,-0.566328861,-0.46477294,0.035312262,-0.261640587,-0.237892235
E2f1,0,0.320512156,0.329395466,0.130685062,0.243578026,-0.035988963
Stk32b,0,-1.901837412,-1.067146116,-1.773529203,-3.232212607,-3.03967068
2010110K18Rik,0,1.409587179,1.284550744,0.624760737,-0.410226249,-0.02869923
Pacc1,0,-0.420312189,0.098136193,0.232184597,-0.107044228,-0.711910332
Gm11841,0,1.730742653,3.871347487,3.17872155,2.176190274,1.435647313
B4galt4,0,0.565766873,0.884460275,0.264413855,0.397828647,-0.065728464
Rapgef5,0,0.328685039,0.543450358,0.941441687,1.014927785,0.867063324
Aste1,0,0.468173005,0.21519963,0.216884535,0.03239877,-0.071915199
Armcx5,0,0.564409616,0.611038463,-0.121615298,-0.730984094,-0.811597618
Sntb1,0,1.181705271,0.754030649,0.847463376,0.665419012,1.028536166
Ssc4d,0,0.715904241,0.31389205,-0.018503343,-0.545863453,-1.379350365
Sorbs2,0,1.501465192,0.441636778,0.791915375,0.531451535,-0.136313147
Vamp1,0,-0.499232954,-0.165114873,0.290059161,0.021234049,0.331048632
Ap3m2,0,-0.658613586,-0.145885076,-0.425643561,-0.29889739,-0.297357019
Adamts2,0,-1.122565246,0.012731799,0.733683818,0.100792102,0.225722365
Klb,0,1.64194962,1.602138126,1.331128739,1.204402408,1.455066161
Wdr41,0,0.359389145,0.291902598,0.514601761,0.679089503,0.688761484
Bcl9,0,0.335240761,0.171212308,0.246464315,-0.211729173,-0.144264366
Zfp217,0,0.268214828,0.609068292,0.350303868,-0.228027706,-0.342188854
Kif4,0,0.296472406,0.172802727,-0.204296792,-0.200067852,-0.385877415
Mta2,0,-0.257014191,-0.444695386,-0.719444257,-0.498910892,-0.355089908
Pik3c2a,0,0.347223005,0.284788536,0.182643609,-0.193012744,-0.206686345
Rmdn2,0,0.949870648,0.004640339,-0.256110774,-0.444628951,-0.631550273
Gt(ROSA)26Sor,0,-0.743013086,-0.085435606,-0.194395872,-0.287724768,-0.593788733
Dcaf5,0,0.438210426,0.156968926,0.611270535,0.690272811,0.872973012
Ddx43,0,-0.39496637,-0.70276752,-0.391589831,-0.32251422,-0.097136365
Zfr,0,0.252727289,0.275811505,0.258550845,0.338110333,0.321170154
Znfx1,0,0.40796453,0.29671006,0.085382681,-0.5663606,-0.589878586
Gnaz,0,0.611734174,0.756481369,0.447774814,-0.273527538,-1.630649836
Zc4h2,0,0.619379854,-0.320085705,-0.748174471,-0.604301201,-0.845429674
Shcbp1l,0,0.743182751,1.327059571,1.452872576,1.073491195,1.125613801
Tmem243,0,-0.433343751,-0.01287753,-0.075644651,0.126673657,0.18311391
Pabpn1,0,-0.257155431,-0.52629371,-0.408460062,0.026099745,0.197005171
Ston2,0,0.304461773,0.160603567,-0.08112219,-0.418722567,-0.187826053
Mki67,0,-0.236338968,-0.295973636,-0.403280515,-0.488058263,-0.250146655
Rnf14,0,0.305007386,0.45762402,0.356318266,0.296015941,0.125780976
Parp9,0,0.662372284,-0.192576639,-0.340246266,-0.229395194,-0.50665648
Zfp781,0,1.003425541,1.122346039,1.300692897,0.910844309,0.620352647
Rab12,0,-0.367060761,-0.373785596,-0.467723639,-0.14687018,0.04909899
Rep.RLTR12B.LTR.ERVK,0,0.512381737,0.748974734,0.570932688,0.303405598,0.749760656
Chrne,0,-2.767720833,-0.654005902,-0.439601015,-0.788181008,-0.52973731
Emilin2,0,-1.114558162,-0.804766139,-0.152061188,-1.141651982,-1.147627272
Sdk1,0,-2.446160546,-0.89261432,0.432476868,-0.29362255,-0.277709009
Mael,0,-0.386404964,0.179375708,0.21571342,-0.126753506,-0.509391031
Rybp-ps,0,-0.702846489,-0.194356392,-0.307686617,-0.334249175,0.134231975
Dusp7,0,-0.389784728,0.014385328,0.18402271,0.244548618,0.119214832
Gm11620,0,-0.675525273,-0.360502346,-0.291378781,-0.479977547,-0.490343464
Cltb,0,-0.305047087,-0.322911765,-0.630471305,-0.160080039,0.15983484
Stx6,0,-0.305754535,-0.287595204,-0.382344232,-0.502905675,-0.694767606
Gm16310,0,-0.84985788,-0.591270205,-0.092281517,0.312419189,0.685012564
Carmil1,0,0.393225542,0.019530474,0.227082301,0.150862565,0.236809689
Dnah10,0,-0.500575141,0.306151944,1.350924963,0.569011165,0.754540538
Cep83os,0,2.010471534,2.113233836,1.39812333,1.452213556,0.728137027
Mad2l1bp,0,0.486824071,1.954203656,0.876156794,0.08113059,-0.395168307
Dop1b,0,-0.354082224,0.146972748,0.078354281,-0.252026213,0.036756242
Fbxw4,0,-0.598127384,-0.061046442,0.488334136,0.659357743,1.07922014
Kctd3,0,-0.246164615,0.028948576,0.10498106,0.152951123,0.296841678
Camk2g,0,-0.285910002,0.004660956,0.178065571,-0.157562456,-0.055601902
Elf1,0,-0.410110002,-0.112972687,-0.3118041,-0.503669677,-0.789055008
Cbll1,0,0.444144841,0.609772305,0.366401822,0.390032711,0.380058646
Gm44130,0,-2.691921205,-1.475560252,-0.826993601,-1.238146354,-1.521833806
Atp2a2,0,-0.236394109,0.194769908,0.629366728,0.749868141,0.822481178
Phc2,0,0.35580951,0.652287147,0.034788771,-0.034417734,-0.058249003
Stt3b,0,-0.227359541,0.091521308,0.067019667,0.113951887,0.215009719
Arhgap26,0,-0.432731209,-0.339254838,-0.166291855,-0.047162481,0.298239896
Susd4,0,-0.348439899,-0.165280185,0.178276058,-0.024236994,0.404219194
Gna12,0,-0.292020872,-0.04667911,-0.05486124,-0.201665288,-0.304709996
Traf3,0,0.369515725,0.242755858,0.621494334,0.407221756,0.246435068
Ank3,0,-0.335605375,0.144128077,0.431758425,0.152912707,0.504424527
Dnaic2,0,-0.484943829,-0.412229618,-0.364531018,-0.655090182,-0.918716076
Gm43314,0,1.053861421,-0.089017085,0.170909767,0.458633346,-0.229170161
Col6a5,0,-0.951907204,-0.87335493,-1.289268612,-2.469305525,-1.750395722
Cobl,0,0.242259824,0.326697621,0.255274312,0.121050113,0.482675855
Fam241b,0,-0.330873687,-0.187034797,-0.090795071,0.261011415,-0.062728707
Cdh4,0,1.03248018,0.901141019,1.74603573,1.934155213,2.691934721
Stxbp5,0,-0.519613336,-0.264119229,0.0125558,-0.34644099,-0.459583706
Cdkn2c,0,-1.096074715,0.081811148,0.227936478,-0.086273195,-1.152325819
Syt7,0,-0.467287031,-0.147554537,0.264818033,-0.133298886,-0.46910383
Psd3,0,-0.775651175,-0.450924553,-0.280154076,-0.535028123,-0.639599594
Cyld,0,-0.317172049,-0.130524546,-0.226482744,-0.218006951,-0.161500687
Mcu,0,-0.370348051,0.191215307,0.357804126,0.667827568,0.672688508
Gm49064,0,2.712981446,6.919767192,6.487395209,5.001771001,3.925531074
Pde12,0,0.324106136,0.259287434,-0.001928762,0.03190919,-0.203730014
Tanc2,0,0.531013146,0.590593446,0.307510023,0.098137325,0.561398786
Creb3l1,0,-0.560688197,-0.755010359,-0.289083447,-0.478815796,-0.218917311
Zfp867,0,0.687250492,0.748973362,0.916779016,0.377723645,0.011045848
Tspan13,0,-0.271768227,0.277798164,0.379530197,0.610048989,0.373217749
Gm12932,0,-0.747719596,-1.089790811,-1.397986628,-1.724473406,-1.159558254
Psip1,0,0.217875448,-0.073275205,-0.436637676,-0.145727606,-0.071954402
Adcy5,0,-0.815591008,-1.211980647,-0.455140595,-1.32724203,-0.952237116
Tatdn2,0,-0.271564232,-0.488818613,-0.22527443,-0.323714566,-0.12788043
Taf4b,0,0.307420007,0.490248482,0.047418518,-0.24774537,-0.622261097
Tcerg1l,0,-1.331073429,-2.284890386,-1.145760731,-1.329257459,-1.674782671
Disc1,0,1.046533,0.543724608,0.769470572,0.119924472,0.371583887
Gstm5,0,-0.39558558,-0.086469915,-0.091573583,0.205356668,-0.445726954
Phtf1,0,0.39830459,0.058826254,-0.409115449,-0.479659555,-0.434577817
Gm49759,0,0.281490849,-0.639474754,-0.819052902,-0.660091427,-0.32814922
Flvcr1,0,0.609757593,1.058149095,0.753795285,1.010644043,0.608701091
Clip2,0,-0.399671318,-0.184861666,-0.345935573,-1.070194883,-1.357405127
Atxn1l,0,0.316665742,0.165290128,0.105031726,-0.021633106,0.241921875
Kif2c,0,0.229390378,0.247069141,-0.290771242,-0.154529161,-0.469327967
Tmem184c,0,0.333361991,0.236430197,0.009331057,-0.183603416,-0.126886001
Tnrc6b,0,0.252859377,0.228511608,0.450633329,0.30130835,0.356317954
9930012K11Rik,0,0.652710339,-0.103581895,-0.407938136,-0.717136419,-1.084445949
Rep.RLTR9A3.LTR.ERVK,0,0.939146626,1.201879175,1.04076484,-0.170463728,0.23922682
Egfr,0,-0.54191623,0.288213806,0.512217985,1.018423378,1.337584651
Setd1a,0,-0.303711114,-0.262876487,-0.118606625,-0.022363154,0.2288184
Kdm5b,0,0.252255306,0.257803252,-0.52249765,-0.811491987,-0.72869445
Nlrp9b,0,-0.529381193,-0.341684381,-0.401502462,0.14584963,0.265754157
Chst11,0,0.458684199,0.946825091,0.947503314,0.666992195,0.352301254
Usp44,0,0.504350019,0.612202875,0.543850102,-0.064283929,-0.771077482
Bmi1,0,0.725290997,0.926793919,1.430808818,1.491928891,1.367507573
Sbf2,0,-0.245433583,0.008302748,0.29897947,0.120746964,0.253047875
Tpgs2,0,-0.366549369,-0.379174824,-0.455231304,-0.426584601,-0.605859914
Rbfox2,0,-0.222100943,-0.224920325,-0.17480619,-0.099639366,0.02988364
Fndc3a,0,0.263584064,0.26643649,0.432769972,0.675440109,0.839102046
Dnah14,0,-0.680049596,-0.718345977,-1.022241648,-1.600011156,-1.666721939
Cdca5,0,-0.27307488,-0.240487739,-0.277077657,-0.091738584,-0.007728586
Tgfbr3,0,-0.641518943,-0.494135229,0.233715063,-0.080860011,0.193653476
Gm16973,0,-0.518736747,-0.344694004,0.049546252,0.345889429,0.495517127
Fam160a1,0,-0.89417934,-0.683541723,-0.560852156,-0.942124635,-1.381781831
Cldn10,0,-2.381642968,-2.296238345,-1.131112004,-2.990438319,-2.567673293
Bnc2,0,0.646976463,-0.042754988,-0.298076539,-0.118816501,0.265205625
Errfi1,0,-0.304019893,-0.009618129,-0.228864934,-0.474949367,-0.486265778
Ccdc136,0,-0.298525072,-0.495810382,-0.334289132,-0.762059052,-0.754571627
Gm14335,0,-2.051713823,0.351221486,-0.712627042,0.042386881,0.322638481
Pptc7,0,0.305264181,0.424631499,0.451271422,0.196627392,-0.013319612
Map3k14,0,-0.72705451,-0.309724047,-0.033654567,-0.212019124,-0.285902382
Iqgap2,0,-0.283612025,-0.00738648,0.184643932,0.290686708,0.392801797
Ccdc92,0,0.522022986,0.667471146,0.258133562,0.173354077,-0.175163594
Golga5,0,0.28416796,0.559192348,0.361695561,0.36227099,0.366910441
Adgrv1,0,-0.363570598,-0.28245101,0.24929261,0.139118126,0.46788174
Synpr,0,-2.197792709,0.219882583,0.571186849,-0.499603378,-1.142356459
Itgb3,0,-0.342653882,-0.347791682,-0.490693774,-0.462678135,-0.109781703
Leng8,0,-0.235554725,-0.019896013,0.586903378,0.44834407,0.541690089
Rep.RLTR40.LTR.ERVK,0,-0.396796382,-0.16568524,0.20256394,0.065144125,0.609368931
Ints6l,0,-0.349117225,0.153220453,0.607763916,0.513533458,0.376475757
Ankrd44,0,-0.508580456,0.365362144,0.987507508,0.945360087,0.569873549
Slc36a4,0,0.803447015,1.144524141,1.446405721,0.629559306,0.275839356
1700001L05Rik,0,0.247228256,-0.36295578,-0.608541955,-1.044502106,-1.284130128
Nav1,0,-0.256944521,-0.609716523,-0.425615463,-0.734505364,-0.166578581
Pde3a,0,1.436874348,0.701390382,1.827351696,1.331604079,1.939119776
Fthl17f,0,-0.454454264,0.633037742,-0.085861635,-0.480261276,-0.932622984
Mxd1,0,0.61205692,0.960129211,1.009558657,1.086285737,1.199243241
Zfp664,0,0.229087019,0.198960407,0.126204983,0.082560329,-0.005648312
Nsun4,0,0.380453225,-0.40536643,-0.622741144,-0.660972005,-0.442710559
Fzd7,0,-0.259936682,-0.068879749,-0.030161192,-0.105709813,0.216967153
Ikzf2,0,0.910055174,0.831726401,0.711730037,0.999781653,0.608438102
Ppp1r15a,0,-0.331480534,0.131909201,-0.063591178,-0.23306676,0.088370835
Tcf12,0,0.313533791,0.570937067,0.896364439,0.98785671,1.278513722
2900026A02Rik,0,0.367023162,-0.164217161,0.004229657,-0.215067754,0.280127886
Klhdc1,0,0.744478539,1.484787485,1.114966135,1.134027488,1.163539858
Tchh,0,0.82720489,0.739280276,1.013254101,1.232539735,1.300540814
Zbtb37,0,-0.306761976,-0.421125344,-0.174354102,-0.362301262,0.286131534
Rnf145,0,0.240160387,-0.088299831,-0.390408723,-0.585696567,-1.075090061
Jph3,0,-0.811882142,-0.057703027,0.653689422,-0.506409329,-0.88761978
Desi2,0,-0.225954263,0.254104363,0.274415883,0.221498901,0.126480987
Abl2,0,-0.214960218,-0.134663092,0.166400811,0.078685041,0.28530967
Ankra2,0,-0.301367321,-0.251522557,-0.075444867,-0.060480143,-0.326293342
Rep.RLTR30.LTR.ERV1,0,0.523024846,1.124676629,0.849329963,0.617723813,0.985294023
Stxbp5l,0,-2.145902651,-1.080671186,-1.446807124,-0.732369954,-2.492698314
Foxn2,0,-0.259214668,0.033581352,0.169813349,0.27720592,0.220875159
Zfp667,0,0.493472721,-0.374735871,-0.929958409,-0.873156928,-1.324990307
2610020C07Rik,0,-0.646684434,-0.812188032,-0.295632311,0.452661588,0.609314704
Klhl32,0,0.89704994,1.318400088,1.304103512,1.656901553,0.869375059
Dcp1b,0,0.68099362,1.277491986,1.495787933,1.056231232,0.741076987
Dot1l,0,-0.2089894,-0.045335885,0.218381794,0.151284301,0.395853609
Msl2,0,-0.234243463,-0.279570927,-0.287782112,-0.161232879,-0.06297188
Egfl6,0,-0.543234963,-0.504482652,0.092567699,-0.139125774,-0.514064579
Arhgap22,0,-0.511690496,0.109463103,0.066106805,0.197679917,-0.004053044
Svopl,0,1.454756486,1.608180589,-0.871219586,-0.711890669,-1.781827692
Disp1,0,0.388516235,0.629172486,0.626437397,0.521196114,0.734395263
Plk3,0,-0.388892332,0.258033037,0.886356785,1.358185309,1.839232809
Ntn1,0,0.305004874,0.232313604,0.093338625,0.405235925,2.010495531
Accsl,0,0.480299325,-0.019498281,0.260388245,-0.291396573,-0.229529534
Grk4,0,-1.193799354,-0.048938096,-0.075629054,-0.04995095,-0.455426471
Siah2,0,0.556560581,0.79935938,0.506535628,0.085205141,-0.109329247
Trappc10,0,-0.264682017,-0.230548083,0.152024056,0.071850341,-0.029644892
Arf6,0,0.230550358,0.211299113,-0.235915141,-0.207584914,-0.144396365
Imp3,0,-0.234388012,-0.143890661,-0.604601572,-0.283064016,-0.694213642
Bcl2,0,1.779997935,0.551996539,1.177410325,0.984376947,1.201486277
H2-Q10,0,-0.621940656,-0.718334419,0.238604272,-0.481848382,-1.675601347
Adgra2,0,0.663493171,1.532477673,2.62894349,2.50700719,2.807953044
Gm48604,0,-0.431319358,-0.135526636,-0.412760186,-0.665533772,-1.004337736
Armc7,0,-0.642159174,-1.086886552,-1.198076513,-1.360694088,-1.065631606
