TE,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Rep.RLTR1D2_MM.LTR.ERV1,79849,-0.382168556,3.605370944,1.838834739,0.215394134,0.385873957,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13F.LTR.ERVK,48956,0.533972079,0.194599165,1.819739736,0.217546527,0.388362543,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTRIS4A.LTR.ERV1,63576,-0.27544153,3.827066195,1.799533756,0.219857062,0.390475206,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR10C.LTR.ERVK,703982,-0.278776758,4.898933744,1.777210679,0.222449855,0.393749542,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B1F.SINE.Alu,121499,0.340035673,4.059966291,1.723827288,0.228826949,0.40132051,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1A0.LTR.ERVL-MaLR,564004,0.301854625,5.711643871,1.695544485,0.232310228,0.405299412,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR19A2.LTR.ERVK,1987,0.670332146,-1.410489799,1.692478887,0.232692268,0.405730243,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR31_Mm.LTR.ERVK,26390,-0.347248896,1.557086783,1.669774769,0.235549516,0.409117438,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER3D-int.LTR.ERVK,230858,0.432871948,2.381925935,1.669584451,0.235573676,0.4091256,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR12C.LTR.ERVK,31814,0.486924033,-0.451642904,1.59881065,0.24480739,0.418659869,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1C2.LTR.ERVL-MaLR,1404257,-0.259807083,5.617122908,1.584257236,0.246769712,0.420473974,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT2C2.LTR.ERVL,14841,-0.786532357,-1.507194539,1.54357952,0.25237494,0.426704631,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER67C.LTR.ERV1,30229,0.490511482,-0.354900953,1.53111342,0.254129131,0.42860463,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1_Mus4.LINE.L1,672039,0.621499971,2.778138271,1.514219958,0.25653431,0.431553237,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTB_Mm-int.LTR.ERVL-MaLR,5175,0.72038654,-1.863969118,1.492865477,0.259621596,0.434590718,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTRIS_Mm.LTR.ERV1,237970,-0.276426052,3.061350953,1.488292983,0.260289588,0.435223733,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR10E.LTR.ERVK,47608,-0.286689564,1.928328011,1.404907274,0.272918755,0.449195254,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR20B3.LTR.ERVK,209084,-0.289610087,2.618439194,1.373464911,0.277911743,0.454587408,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.X7C_LINE.LINE.CR1,1634,-0.63041997,-0.875182272,1.361898056,0.279781991,0.456382434,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MERV1_LTR.LTR.ERV1,108888,-0.310542201,3.270611094,1.30049523,0.290024773,0.467151503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.Lx3C.LINE.L1,98758,0.467971508,-0.369333603,1.294076095,0.291127157,0.468336734,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1B1-int.LTR.ERVL-MaLR,362725,-0.260180079,5.432449277,1.275088309,0.294424313,0.471846496,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13A.LTR.ERVK,123949,-0.382490357,2.529136841,1.251705814,0.298560735,0.47622476,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13D6.LTR.ERVK,258359,-0.352161235,2.089855971,1.247688051,0.29928012,0.47715501,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR34C_MM.LTR.ERVK,86977,-0.352043606,0.346346088,1.24421276,0.299904443,0.47782426,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR20A.LTR.ERVK,54550,-0.408864563,0.047492293,1.223802423,0.303610308,0.481684363,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.BC1_Mm.scRNA.scRNA,70245,-0.252173849,3.339793551,1.222110353,0.303920576,0.481936279,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ERVB4_1C-LTR_Mm.LTR.ERVK,129522,-0.481709132,0.68823624,1.213128214,0.305575507,0.483488665,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ID_B1.SINE.B4,719395,-0.225801595,7.176302037,1.185887436,0.310677329,0.488582397,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B1_Mm.SINE.Alu,64693,-0.229654646,3.714192299,1.183916229,0.311051424,0.489024385,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1_Mur2.LINE.L1,36405,-0.32547267,2.578965547,1.151729871,0.317256251,0.49544482,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTE-int.LTR.ERVL-MaLR,40099,-0.397207309,0.957684426,1.13576424,0.320403143,0.49817582,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B4.SINE.B4,5875621,-0.230769476,8.651259347,1.132796732,0.320993219,0.498687589,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR10B.LTR.ERVK,47448,-0.270293374,1.515490189,1.128881466,0.32177426,0.499052767,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MIRc.SINE.MIR,122187,-0.31166819,2.756701902,1.102894391,0.327031706,0.504212282,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1D.LTR.ERVL-MaLR,66086,-0.289267239,1.930247271,1.102718971,0.327067635,0.504212282,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.IAPLTR4_I.LTR.ERVK,38990,-0.71385295,-1.728740475,1.095262501,0.328600386,0.505796303,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR31B_Mm.LTR.ERVK,29007,0.419012654,0.174332545,1.073207104,0.333198382,0.510630528,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER16A3.LTR.ERVK,25527,0.386354933,0.709317373,1.072513542,0.333344554,0.51078007,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ETnERV3-int.LTR.ERVK,274156,-0.469092103,1.384296539,1.063288574,0.335298081,0.512545403,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR30D2_MM.LTR.ERV1,77549,-0.335828171,0.802147298,1.05411577,0.337257908,0.514489006,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR48C.LTR.ERV1,4524,-0.436432843,-0.661205513,1.04490761,0.339242926,0.516654885,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1A4-int.LTR.ERVL-MaLR,512384,-0.238506739,5.264538076,1.028653759,0.342790678,0.520324074,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT2B2.LTR.ERVL,21339,0.579392401,-1.754437135,1.02036775,0.344621209,0.521896821,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR13.LTR.ERVK,30647,-0.507075699,-0.583353081,1.016395364,0.34550411,0.522857249,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR31E_MM.LTR.ERVK,42590,-0.35807802,0.182205744,1.014911642,0.345834773,0.523094067,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ID4.SINE.ID,23666,-0.264976408,2.187884545,0.988458234,0.351813002,0.529578213,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR26C_MM.LTR.ERVK,50965,-0.610327935,-0.645788797,0.977892424,0.354245487,0.53183624,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER21B.LTR.ERVL,41406,0.249935009,1.518859628,0.9478341,0.361310193,0.538585646,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER90a.LTR.ERV1,22912,0.478057913,-1.204577564,0.925607537,0.366676536,0.544126548,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1D2-int.LTR.ERVL-MaLR,19725,0.93232983,-2.206091374,0.922503647,0.367435859,0.544715046,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTRIS4.LTR.ERV1,19606,0.39945224,0.630221036,0.906699585,0.371340698,0.548839672,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1G.LTR.ERVL-MaLR,8460,0.430941716,-0.482557926,0.901021402,0.372759625,0.549971069,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR44A.LTR.ERVK,26648,-0.434393339,-1.03179593,0.891961488,0.375041405,0.55198092,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR31D_MM.LTR.ERVK,38379,-0.319386289,0.69297535,0.891096864,0.375260318,0.552148492,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.PB1.SINE.Alu,16026,0.393163804,0.670063456,0.878703403,0.378420566,0.555050272,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.PB1D9.SINE.Alu,45747,-0.214480457,3.381958884,0.871935942,0.380164079,0.557063458,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.IAPEy-int.LTR.ERVK,1570059,-0.433892635,0.035967332,0.852371115,0.385277165,0.561736725,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR48A.LTR.ERV1,210283,-0.20116736,3.227581436,0.848947626,0.386183142,0.56266742,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B1_Mur1.SINE.Alu,75963,0.179978135,5.155593924,0.843560443,0.387615701,0.563727813,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1C.LTR.ERVL-MaLR,51590,0.363715802,0.038088414,0.832004163,0.390717636,0.566894129,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.U1.snRNA.snRNA,34171,0.448039125,-0.881814944,0.831150009,0.390948489,0.567083459,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.BGLII_Mus.LTR.ERVK,91051,0.328780131,0.53223586,0.827600287,0.391910228,0.567977978,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR11D.LTR.ERVK,75998,-0.314834791,0.990744821,0.814275654,0.395554546,0.571450194,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTEb-int.LTR.ERVL-MaLR,87489,0.322611632,1.108374359,0.804919305,0.398146356,0.574326255,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER70A.LTR.ERVL,22684,-0.422594449,-0.710718202,0.796406625,0.40052845,0.576694034,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.IAPEY4_LTR.LTR.ERVK,29311,-0.275041412,1.536834529,0.784908971,0.403782783,0.579593434,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13D.LTR.ERVK,16026,0.661785293,-2.206646035,0.783307051,0.404239612,0.580006541,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER6C.LTR.ERVK,1146491,0.229036301,4.382842728,0.778749489,0.405543944,0.581099741,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR31F_MM.LTR.ERVK,36750,0.325982892,-0.192573694,0.765086835,0.409495589,0.58464012,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.Lx2.LINE.L1,276669,-0.310095401,2.067305878,0.757684577,0.411662984,0.586579294,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTR10_RN.LTR.ERVK,87764,-0.222446825,2.055995537,0.751521999,0.413481828,0.588230992,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR45-int.LTR.ERVK,154969,0.323059719,-0.003618889,0.737850958,0.417564399,0.591659794,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTC.LTR.ERVL-MaLR,774469,-0.185978766,5.471312417,0.737441686,0.417687646,0.59179454,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1VL1.LINE.L1,356721,-0.353418424,1.425560952,0.732487259,0.419184404,0.592876327,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR25C.LTR.ERVK,168741,0.346732778,0.616052711,0.729604035,0.420059541,0.593631088,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13D3.LTR.ERVK,163388,0.269546643,2.304026489,0.723646825,0.421877359,0.595043793,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER20B.LTR.ERVK,108127,0.273619546,0.459141328,0.721268555,0.422606737,0.595562052,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR4_Mm.LTR.ERV1,79538,0.183714211,3.772928887,0.718646571,0.423413296,0.59629004,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER10A.LTR.ERVL,816151,-0.190037088,5.723372326,0.710353468,0.425981354,0.598623397,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MamSINE1.SINE.tRNA,10419,0.556145455,-1.469162648,0.708967189,0.426413172,0.598949964,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B4A.SINE.B4,11020911,-0.190481058,9.629561588,0.705123562,0.427614277,0.599955616,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.U4.snRNA.snRNA,1827,-0.398892101,0.863281185,0.696195414,0.430426257,0.602376674,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1E.LTR.ERVL-MaLR,13031,0.394120638,-0.46826602,0.690498272,0.432236897,0.60405573,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR18C_MM.LTR.ERVK,151700,0.26637931,2.444471032,0.668018236,0.439508532,0.609967511,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR18B_MM.LTR.ERVK,81524,0.295914579,1.48843096,0.664039375,0.440817204,0.611097928,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR46A2.LTR.ERVK,16224,-0.336417603,0.379156624,0.649035471,0.4458124,0.615668008,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR11A.LTR.ERVK,385185,0.207684782,3.621380071,0.647045409,0.446482219,0.616371275,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER17A.LTR.ERVK,460824,-0.253960812,3.135110638,0.640881767,0.448567791,0.61841699,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT2F.LTR.ERVL,20177,-0.493077579,-1.055725089,0.640250077,0.44878248,0.618631833,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ERVB7_4-LTR_MM.LTR.ERVK,48726,-0.219246384,2.316941777,0.635510514,0.450398947,0.619600646,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER17C2.LTR.ERVK,282680,-0.250561759,2.240011794,0.626890168,0.453364866,0.62180908,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ERVB7_3-LTR_MM.LTR.ERVK,93494,0.247050515,3.106205029,0.62135116,0.455288501,0.623211862,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR9F.LTR.ERVK,122739,-0.246894499,1.159530841,0.62003307,0.455748345,0.623451162,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTRETN_Mm.LTR.ERVK,221786,-0.174371837,3.57310135,0.602687109,0.461876008,0.628261708,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MMERVK10C-int.LTR.ERVK,1134086,0.221266307,5.244638766,0.585617269,0.468048345,0.633475849,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MRLTR33.LTR.ERVK,3818,0.461674381,-1.385213254,0.566628809,0.475087601,0.640282495,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER13A2.LTR.ERVK,13792,-0.267718725,-0.130511234,0.565437663,0.475535444,0.640527088,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.IAPLTR1_Mm.LTR.ERVK,194466,0.165778814,3.245062724,0.564811229,0.475771271,0.640669961,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B2_Mm1a.SINE.B2,2779735,0.151210236,9.247910641,0.5591698,0.477904486,0.642393018,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER16.LTR.ERVK,84698,-0.199087483,2.302835752,0.558698081,0.478083634,0.642429043,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1E2.LTR.ERVL-MaLR,38740,0.373295877,1.395786529,0.5454878,0.483149992,0.647124253,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.L1Md_A.LINE.L1,20120362,0.168194301,6.054672245,0.543255744,0.484015574,0.647829593,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MIR.SINE.MIR,636974,-0.160131847,5.550122199,0.534218511,0.48754902,0.650983998,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTE2a.LTR.ERVL-MaLR,2469447,-0.172262468,6.517224716,0.527118589,0.490357989,0.653448023,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR10B2.LTR.ERVK,252709,-0.215657948,2.502290181,0.521489129,0.492606237,0.65548838,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.PB1D10.SINE.Alu,64704,0.153915964,3.846387158,0.512258926,0.496333619,0.659021997,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR18A_MM.LTR.ERVK,87713,0.319393151,2.867934722,0.51188514,0.496485653,0.659051428,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR17.LTR.ERVK,528820,0.144720271,5.107294035,0.504937747,0.499327158,0.661623354,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B1_Mus2.SINE.Alu,7702281,-0.146505684,10.64172824,0.499446321,0.50159451,0.663368093,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR20D.LTR.ERVK,142516,-0.181265922,3.000128019,0.496706464,0.502732917,0.664212802,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTE2b.LTR.ERVL-MaLR,236385,-0.178725759,3.347038549,0.491864969,0.504756334,0.665881803,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.IAPEz-int.LTR.ERVK,5420384,0.158329065,5.31786023,0.484436993,0.507890414,0.668586012,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR24.LTR.ERV1,273012,-0.18663496,2.757946288,0.481336895,0.509209229,0.669726482,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1A0.LTR.ERVL-MaLR,16091,0.319012704,-0.903783891,0.477636301,0.510791942,0.670771378,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR19B.LTR.ERVK,53344,0.194654219,1.111810476,0.470499352,0.513870661,0.673552149,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER4A.LTR.ERVK,110708,-0.169565814,2.733404671,0.467634612,0.515116327,0.674680115,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13A1.LTR.ERVK,113578,-0.226381676,1.930470956,0.456283254,0.520109079,0.678682464,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1E.LTR.ERVL-MaLR,203691,-0.185400992,3.394286759,0.449168156,0.523285917,0.681010265,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR25A.LTR.ERVK,204271,0.197892695,2.484791648,0.424058311,0.534802783,0.690781451,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1A1.LTR.ERVL-MaLR,28753,-0.232534345,0.13920659,0.423330079,0.535144157,0.690903534,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTEa.LTR.ERVL-MaLR,1968863,-0.154494348,5.836507757,0.416898851,0.538177608,0.693510908,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER68.LTR.ERVL,11615,-0.362467149,0.310166741,0.416717512,0.538263632,0.693510908,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR12B.LTR.ERVK,183906,-0.17557499,2.930993307,0.410192646,0.541377065,0.696534274,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER57E1.LTR.ERV1,7732,-0.304339076,-0.814161075,0.406216574,0.543291856,0.698185995,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ERVB7_1-LTR_MM.LTR.ERVK,220733,0.111717333,8.144577571,0.398705011,0.546946311,0.701522935,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.HY4.scRNA.scRNA,254,0.474038999,-1.44079861,0.398015335,0.547284309,0.70177053,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR11B.LTR.ERVK,193559,-0.203143549,1.894781125,0.395322144,0.548608214,0.702698501,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR16.LTR.ERVK,53164,-0.244365495,0.755354772,0.372457697,0.560114083,0.712573577,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTA_Mm-int.LTR.ERVL-MaLR,13133,-0.292570852,-0.476860434,0.362075944,0.565502903,0.716826502,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.LTRIS2.LTR.ERV1,573622,-0.115868508,7.091259918,0.354672351,0.569411963,0.720044975,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ERVB7_2B-LTR_MM.LTR.ERVK,160581,0.139770284,2.445050124,0.348096577,0.572931597,0.722886867,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR31A_MM.LTR.ERVK,89716,-0.206782861,1.462995194,0.34564458,0.574255745,0.724036135,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR28B.LTR.ERVL,65489,0.171447243,2.583765499,0.334785153,0.580198889,0.728819385,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1B.LTR.ERVL-MaLR,33146,-0.274040094,-0.520402589,0.326838162,0.584632007,0.732418729,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER16A2.LTR.ERVK,22429,0.18228879,0.969146791,0.325417785,0.585432032,0.73302785,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B3A.SINE.B2,7941291,-0.132924462,9.995908104,0.325268171,0.585516439,0.733089875,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1D2.LTR.ERVL-MaLR,273389,-0.134240435,3.577196227,0.316447295,0.590539951,0.736965534,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR41.LTR.ERV1,144446,0.118856705,4.076280357,0.31090282,0.593745952,0.739605448,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER17D.LTR.ERVK,327303,0.189823859,3.886521536,0.303428502,0.598128982,0.74325958,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ORR1A2-int.LTR.ERVL-MaLR,893624,0.112772838,5.820042402,0.29597714,0.602570671,0.746528565,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR30E_MM.LTR.ERV1,19731,-0.424460035,-2.310688083,0.295409519,0.60291205,0.746756645,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ID.SINE.ID,250579,-0.108917677,6.357607165,0.291371911,0.605352943,0.748696018,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER12.LTR.ERVK,26114,0.236730751,0.015453672,0.288819629,0.606907426,0.749731495,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.ERVB2_1A-I_MM-int.LTR.ERVK,42043,0.364068153,-1.207327808,0.285110965,0.609182394,0.751046298,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR45.LTR.ERVK,559880,-0.127801485,4.76806415,0.281212555,0.61159478,0.752652172,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.PB1D11.SINE.Alu,42884,-0.142893621,3.313026394,0.273578399,0.616382933,0.755625308,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MT2A.LTR.ERVL,198828,-0.142421448,2.127797178,0.272549375,0.617034963,0.755873218,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MER54A.LTR.ERVL,15143,-0.376725083,-2.209782233,0.270859433,0.618109254,0.756594518,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1A1.LTR.ERVL-MaLR,17782,0.222907307,-0.195379137,0.262453592,0.623518303,0.759985232,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.B1F2.SINE.Alu,30605,-0.127407742,2.511814577,0.261845221,0.623914095,0.760159143,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLT1N2.LTR.ERVL-MaLR,10839,0.344050791,-1.943628075,0.260839597,0.62456963,0.760599103,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MLTR14.LTR.ERV1,717281,-0.108926219,4.596351868,0.258654511,0.625999642,0.761659473,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER19B.LTR.ERVK,2230761,0.114736274,6.743900228,0.254449087,0.628773816,0.763513657,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MT2B.LTR.ERVL,433705,0.134512416,4.060083072,0.251481156,0.630749366,0.765244977,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13E.LTR.ERVK,278767,0.123785408,2.965788838,0.250977061,0.631086385,0.765437551,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.BGLII_B.LTR.ERVK,70572,-0.168830911,1.382903156,0.24768242,0.633299753,0.766883285,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR24B_MM.LTR.ERV1,31324,-0.141646878,1.472742872,0.225973471,0.648371912,0.777920483,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RMER16_Mm.LTR.ERVK,62789,-0.191327373,0.050058243,0.221352289,0.651696432,0.780567893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.PB1D7.SINE.Alu,289022,0.096773152,6.383362118,0.220505865,0.652310028,0.780885852,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.IAPA_MM-int.LTR.ERVK,21002,-0.249335272,-1.235885361,0.217685096,0.654365509,0.782303048,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR47.LTR.ERVK,59853,0.168447508,0.828648157,0.216191844,0.655460329,0.783068032,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR30.LTR.ERV1,79978,-0.122758483,2.323322502,0.212646296,0.658078735,0.785420971,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MT2B1.LTR.ERVL,801202,-0.12115824,5.023271853,0.211132925,0.65920458,0.786027899,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13B2.LTR.ERVK,214601,0.169826925,1.443744624,0.20578873,0.663220551,0.78911572,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR19A.LTR.ERVK,4686,-0.219510871,-1.14082377,0.205567819,0.663387931,0.789225537,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.MTD-int.LTR.ERVL-MaLR,20043,-0.221484978,-1.140744129,0.196564207,0.670305677,0.794667357,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rep.RLTR13D2.LTR.ERVK,139017,-0.130546519,1.055784881,0.190265743,0.675260525,0.798649903,0_vs_12,ZfpOE,0_vs_12_ZfpOE
