gene,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Eif4a3l1,1573,9.337120175,8.649157844,8112.818356,5.91E-37,3.81E-33,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5662,1840,8.515858316,8.005238156,6886.957002,6.25E-36,3.02E-32,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm8300,1873,8.756272852,7.717434934,6373.386994,1.91E-35,7.37E-32,0_vs_24,DuxOE,0_vs_24_DuxOE
Eif4a3l2,1362,8.550628221,7.430214575,6156.693834,3.13E-35,8.99E-32,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm4782,2046,7.719686895,7.597268835,6140.249025,3.26E-35,8.99E-32,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5039,1856,9.264353203,7.383691194,5490.755653,1.63E-34,3.80E-31,0_vs_24,DuxOE,0_vs_24_DuxOE
Fbxo15,3360,4.975166373,9.003120296,5458.395388,1.77E-34,3.80E-31,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm8038,2044,7.712937614,7.089628179,5347.583004,2.38E-34,4.53E-31,0_vs_24,DuxOE,0_vs_24_DuxOE
AC168977.1,1910,8.465474376,7.116854208,5317.491015,2.58E-34,4.53E-31,0_vs_24,DuxOE,0_vs_24_DuxOE
Zscan4f,1959,7.874129593,6.988070181,5276.25152,2.88E-34,4.64E-31,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm2016,1766,8.51660175,7.478840038,5140.036022,4.20E-34,6.24E-31,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm8332,435,9.494645431,7.002283723,5014.403265,5.99E-34,8.27E-31,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm50180,253,9.1481719,7.268526218,4804.297832,1.11E-33,1.43E-30,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21761,1374,8.949066158,6.751886569,4736.488831,1.36E-33,1.64E-30,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm4027,1850,9.026016996,6.736243642,4463.117239,3.19E-33,3.63E-30,0_vs_24,DuxOE,0_vs_24_DuxOE
B020031M17Rik,925,10.1294605,6.300317234,4216.257301,7.22E-33,7.69E-30,0_vs_24,DuxOE,0_vs_24_DuxOE
Cwc22,6822,4.084857082,8.482175272,4202.94414,7.56E-33,7.69E-30,0_vs_24,DuxOE,0_vs_24_DuxOE
Zscan4c,2276,7.847931955,6.549555748,4149.406731,9.08E-33,8.70E-30,0_vs_24,DuxOE,0_vs_24_DuxOE
Sp110,6781,9.181505266,6.318519102,4138.031749,9.45E-33,8.70E-30,0_vs_24,DuxOE,0_vs_24_DuxOE
Zscan4d,2272,8.382719211,6.573439129,4019.26461,1.43E-32,1.26E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Tmem132c,5850,6.591981794,6.878278883,3871.670074,2.45E-32,2.04E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Zscan4-ps2,2277,7.834518737,6.584141282,3862.715711,2.54E-32,2.04E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
A530040E14Rik,2323,9.307034974,6.295751856,3847.591934,2.68E-32,2.08E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Usp17lc,2453,10.46156991,6.884400192,3790.534131,3.33E-32,2.47E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm29361,2000,5.318319176,6.633505373,3692.426556,4.84E-32,3.47E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Zscan4a,2279,8.078899095,6.128104781,3625.354526,6.30E-32,4.35E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm4340,1303,9.238941677,6.227912197,3492.443394,1.08E-31,7.17E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Zscan4e,1793,7.62399164,6.065838969,3473.160468,1.17E-31,7.51E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Tdpoz8,2142,9.406857049,6.044218977,3457.302016,1.24E-31,7.66E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5301,2074,8.017454701,6.208718438,3446.23512,1.30E-31,7.66E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Usp17le,1987,7.659732546,5.982527056,3445.382405,1.31E-31,7.66E-29,0_vs_24,DuxOE,0_vs_24_DuxOE
Nelfa,3947,3.540803249,8.733818876,3268.508053,2.78E-31,1.58E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm12183,1848,7.240620575,6.245782306,3233.473564,3.25E-31,1.79E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21293,1427,8.871087454,5.860450835,3187.619697,3.98E-31,2.14E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
Chit1,1815,6.291685414,5.999823202,3175.976372,4.20E-31,2.19E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
Smim40-ps,246,8.749571919,5.886831982,3053.478458,7.37E-31,3.66E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
Arhgef26,10116,7.409000362,6.064024117,3053.297377,7.38E-31,3.66E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
BB287469,1851,9.7538303,6.175983059,3040.5566,7.83E-31,3.79E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5989,2077,7.077174164,5.920171426,2874.247082,1.75E-30,8.26E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
0610040J01Rik,2403,6.935607841,5.689546816,2865.643128,1.83E-30,8.42E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21939,2773,7.692155367,5.743190628,2835.742789,2.13E-30,9.55E-28,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm4971,1108,7.839914114,5.889200455,2793.516134,2.63E-30,1.16E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
Usp17lb,1561,7.65241663,5.845732962,2764.222395,3.06E-30,1.32E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm20767,1427,9.265266962,5.688878008,2750.717459,3.29E-30,1.38E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
Tcstv3,779,9.989730337,5.856174596,2706.780993,4.14E-30,1.70E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
BC147527,1595,10.68515199,5.633538169,2645.04646,5.75E-30,2.28E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
Usp17ld,1987,8.993747097,5.417259973,2643.934872,5.79E-30,2.28E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
Ddit4l,2916,4.305724301,6.310984548,2597.883647,7.44E-30,2.88E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm6803,435,10.48531424,5.434179779,2474.518443,1.49E-29,5.65E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm50193,246,8.205465897,5.344977242,2466.897945,1.56E-29,5.79E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
Tdpoz4,1113,10.36142937,5.310115697,2373.43826,2.71E-29,9.87E-27,0_vs_24,DuxOE,0_vs_24_DuxOE
mt-Nd2,1038,3.36927251,9.935974504,2366.567714,2.82E-29,1.01E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm16026,4005,9.631374194,5.497443853,2360.497755,2.92E-29,1.03E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
AA792892,2043,13.62250289,5.413340444,2669.518288,3.05E-29,1.05E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21818,894,9.320977914,5.187794457,2312.686614,3.92E-29,1.33E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm18765,660,7.813096107,5.211190425,2288.952758,4.54E-29,1.51E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm27167,511,7.876357576,5.386567059,2278.760383,4.84E-29,1.58E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Pramef25,1684,8.312556727,5.302746528,2252.204506,5.72E-29,1.84E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5837,1369,6.318333919,5.442924338,2248.62294,5.85E-29,1.85E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm13228,634,7.101525107,5.427633909,2239.711129,6.19E-29,1.91E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm2035,435,7.901267388,5.175714595,2238.836483,6.23E-29,1.91E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Spopfm1,1241,9.813402835,5.292574675,2203.432357,7.82E-29,2.36E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Epm2a,3287,6.030774167,5.877092684,2158.92304,1.05E-28,3.11E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp352,2276,11.09061254,5.192049471,2154.240662,1.08E-28,3.16E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Zscan4b,1802,7.712236588,5.110505756,2145.039953,1.15E-28,3.31E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Rimklb,5622,2.870036991,7.390965292,2137.3777,1.21E-28,3.43E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
D13Ertd608e,724,9.231358513,5.098594352,2104.884767,1.50E-28,4.19E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm48931,229,7.954474628,5.229451352,2103.141614,1.52E-28,4.19E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm2022,435,7.534680702,5.152496882,2069.705996,1.91E-28,5.20E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Spesp1,3042,5.704528383,5.850621314,2056.992892,2.08E-28,5.58E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Ighv1-60,405,9.969620051,4.919275891,2055.39327,2.11E-28,5.58E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Lmx1a,3396,7.304618201,5.021044989,2032.082814,2.48E-28,6.48E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Tcstv1,1398,9.949341758,4.898660501,1970.683754,3.84E-28,9.89E-26,0_vs_24,DuxOE,0_vs_24_DuxOE
Calhm3,1044,8.534397769,5.525489245,1943.153185,4.69E-28,1.19E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm26788,4782,5.701334682,5.157195393,1922.929239,5.44E-28,1.37E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Colgalt2,4245,8.850635997,5.274006122,1912.632495,5.88E-28,1.46E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp809,2960,3.685618536,5.898614353,1892.689977,6.82E-28,1.67E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21542,993,8.3757671,4.801024387,1844.738698,9.83E-28,2.38E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21304,1291,8.865899131,4.734028393,1815.497143,1.23E-27,2.95E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Scamp1,4582,2.797607135,6.983961788,1811.308111,1.28E-27,3.01E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm4840,1810,7.794709016,5.070146507,1796.855712,1.43E-27,3.33E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5576,1236,9.330875999,4.811118128,1789.22852,1.52E-27,3.49E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Spz1,1537,9.907983747,4.857876443,1777.782725,1.66E-27,3.78E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Prr18,3656,6.718916028,4.849309149,1728.289942,2.49E-27,5.59E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Rxra,6303,3.414362907,6.013590737,1725.341801,2.55E-27,5.66E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm48578,472,9.859516244,4.809731756,1711.866259,2.85E-27,6.24E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Trim75,3486,8.837128843,5.009183578,1710.775021,2.87E-27,6.24E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
AF067061,1404,9.379062686,4.858877905,1700.621349,3.13E-27,6.72E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
AC133103.5,366,9.218651135,4.700010276,1685.354903,3.55E-27,7.55E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Spry2,2087,2.881411827,6.607845088,1681.843916,3.66E-27,7.69E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Ercc4,6730,3.390121477,6.364403981,1676.250754,3.84E-27,7.98E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Zscan4-ps3,2277,7.445799754,4.959664888,1667.843805,4.12E-27,8.48E-25,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm1995,2602,8.114162036,4.753865204,1640.927944,5.20E-27,1.06E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Abcb5,4378,8.947503584,4.815126141,1627.78631,5.82E-27,1.17E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Lrrn4,3715,4.84197182,5.254963355,1605.160857,7.11E-27,1.42E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp516,8275,2.391342713,7.368333057,1595.881464,7.71E-27,1.52E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm13119,2094,9.223764379,4.703818309,1587.95466,8.28E-27,1.60E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5541,1113,9.728178025,4.678394548,1587.503188,8.31E-27,1.60E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Fgf1,5463,5.672037458,4.876995262,1586.961254,8.35E-27,1.60E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Usp17la,2656,7.929440352,5.07046615,1578.138179,9.04E-27,1.71E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Bola1,1082,3.504599489,6.371153252,1573.478303,9.43E-27,1.77E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
AC164084.1,837,9.719146612,4.669310585,1566.811251,1.00E-26,1.86E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
AU015228,1320,8.630864643,4.499804653,1526.347259,1.45E-26,2.67E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Glrx2,8772,2.720915863,6.4919454,1510.849617,1.68E-26,3.06E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21319,1863,8.764894355,4.633194062,1500.134152,1.86E-26,3.35E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Neto2,6129,4.487845694,5.07141568,1495.022225,1.95E-26,3.49E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Klf9,4815,2.514329806,7.004759269,1477.625878,2.30E-26,4.08E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm26917,3329,-2.114877742,9.939981449,1435.035708,3.48E-26,6.12E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm16332,2967,10.51707009,4.620748185,1412.13381,4.37E-26,7.62E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Ppig,8122,2.164816154,7.925619444,1394.040428,5.25E-26,9.06E-24,0_vs_24,DuxOE,0_vs_24_DuxOE
Prex2,16609,3.631675521,5.236718431,1344.658136,8.75E-26,1.48E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Csrnp3,12336,3.584616043,5.239938898,1324.808909,1.08E-25,1.82E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm2075,435,9.425166322,4.376593967,1319.36264,1.14E-25,1.91E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Sh3kbp1,10100,4.223169819,5.091562768,1314.101225,1.21E-25,2.00E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Tmem92,2187,6.757739072,4.38182712,1311.107728,1.25E-25,2.05E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
mt-Cytb,1144,2.377115463,10.47182287,1302.948597,1.37E-25,2.22E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Sp140,3328,8.029560328,4.205945658,1282.323984,1.71E-25,2.76E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
P4ha2,6239,2.366143052,7.091340548,1275.364097,1.85E-25,2.95E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5117,2553,10.13318179,4.237001487,1271.432475,1.93E-25,3.06E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm36718,246,9.476487436,4.426335756,1253.030458,2.37E-25,3.73E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm9113,1018,10.0828833,4.186995585,1240.427809,2.74E-25,4.27E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Nat8f2,3301,7.313303029,4.45822671,1230.210702,3.08E-25,4.76E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Ric3,8561,3.40613565,5.575459751,1224.361568,3.29E-25,5.05E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Limch1,11703,4.640167165,4.798876904,1220.687757,3.44E-25,5.23E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm18983,2729,8.760757014,4.24290514,1218.321312,3.53E-25,5.33E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Atf2,8187,2.186379089,7.059218052,1216.992603,3.59E-25,5.37E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21936,435,9.282298222,4.23398559,1186.054656,5.16E-25,7.67E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5788,435,9.274764523,4.225501146,1163.788518,6.74E-25,9.95E-23,0_vs_24,DuxOE,0_vs_24_DuxOE
Fam124a,4406,5.368231559,4.439188863,1162.297881,6.86E-25,1.01E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5543,1091,12.43151038,4.22357738,1285.5137,7.01E-25,1.02E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21762,830,8.315714675,4.185551126,1158.242419,7.21E-25,1.04E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm8607,431,8.579960105,4.06344525,1148.052885,8.17E-25,1.17E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm2027,1629,9.035730213,3.988417462,1139.976318,9.02E-25,1.28E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm9121,1071,8.763343765,4.246312893,1135.341339,9.56E-25,1.35E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm48492,2705,7.275803004,4.107471702,1128.048436,1.05E-24,1.47E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm20765,1291,8.954466066,3.907910282,1092.494882,1.64E-24,2.27E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Prkch,7530,5.922416152,4.262340092,1083.159793,1.85E-24,2.52E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm38642,2884,8.569023677,4.052170236,1073.483189,2.10E-24,2.83E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc16a6,4883,3.89460577,4.974861243,1073.430501,2.11E-24,2.83E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Cep57l1,5851,2.83448323,5.554235498,1065.650827,2.33E-24,3.09E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm28438,345,3.812209722,5.348194781,1062.025881,2.45E-24,3.22E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Dhtkd1,6333,1.952900097,7.242204489,1058.183527,2.58E-24,3.35E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm4513,1438,9.85755909,3.962418036,1057.987521,2.58E-24,3.35E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
mt-Nd4l,297,2.493674346,7.516519158,1053.153109,2.75E-24,3.53E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Mgll,5077,4.113159298,4.604025585,1029.218908,3.81E-24,4.84E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Rpgrip1,12152,3.564644326,4.952132899,1025.209996,4.02E-24,5.08E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5435,1150,6.973296307,3.972445068,1006.952922,5.18E-24,6.50E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm49187,1380,7.560655887,3.990299462,1004.439416,5.36E-24,6.69E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc1a4,3926,2.919603125,5.221210473,993.0085134,6.30E-24,7.75E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Phf11a,1354,12.18242864,3.975172868,1079.557615,7.59E-24,9.28E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Tfrc,6185,-1.718205923,8.200101333,977.8222524,7.82E-24,9.51E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm12794,1452,7.864123523,4.040365168,975.1228315,8.13E-24,9.82E-22,0_vs_24,DuxOE,0_vs_24_DuxOE
Cacna1s,6550,6.016016196,4.474470118,972.6560902,8.42E-24,1.01E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
mt-Nd4,1378,2.039638091,10.16546606,958.6753306,1.03E-23,1.23E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm33466,1689,8.900263954,3.854528299,945.0875859,1.26E-23,1.50E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Vmn1r88,9118,9.62434672,3.731206782,927.7278687,1.64E-23,1.93E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Dock9,13398,2.098117152,6.18382146,924.1739123,1.73E-23,2.02E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5939,2874,8.22520442,3.710930291,919.0302031,1.87E-23,2.17E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Traf1,8819,4.495843559,4.468547336,917.2012447,1.92E-23,2.22E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Kifc3,5298,2.910600799,5.254625727,916.3638003,1.94E-23,2.24E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Ccser1,9635,5.654721358,4.329110901,915.0023044,1.99E-23,2.27E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm28940,1682,9.696740494,3.80163717,906.1757002,2.27E-23,2.59E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Arl4d,1382,2.059621047,6.163101397,885.7507252,3.13E-23,3.52E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Pdgfrl,3126,3.915793925,4.360294116,880.0038085,3.43E-23,3.83E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Trib3,2125,2.67495823,5.340572278,874.011351,3.77E-23,4.19E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Arg2,1428,5.757490787,3.904653967,871.8087707,3.91E-23,4.32E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Inpp4b,13066,8.132269865,3.619443889,864.9685349,4.37E-23,4.80E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Kctd12,6057,2.438797926,5.628973903,863.3132136,4.48E-23,4.90E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5542,1089,7.789939962,3.66513923,854.2834373,5.20E-23,5.64E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Dppa2,2447,2.508570535,5.528871369,847.1241907,5.84E-23,6.28E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Kdm4dl,1187,8.112890369,3.601042173,846.1873948,5.94E-23,6.34E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Mbd5,19632,2.954897369,5.040896783,841.5373026,6.41E-23,6.81E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm2056,435,6.851591292,3.688029383,823.4608845,8.68E-23,9.17E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21037,2608,8.066477896,3.554179978,820.3235545,9.16E-23,9.62E-21,0_vs_24,DuxOE,0_vs_24_DuxOE
Ddit3,1713,1.822346155,6.867901103,815.3774804,9.97E-23,1.04E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
AF067063,885,11.81400649,3.609440698,886.01636,1.11E-22,1.15E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Dcc,13171,9.411675723,3.519762785,807.3978159,1.14E-22,1.18E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc26a1,4050,7.714483572,3.591338561,806.2394793,1.17E-22,1.20E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
AC125149.5,366,11.94045632,3.736120468,879.3572036,1.23E-22,1.26E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm41409,1072,7.272353854,3.707821868,796.1070402,1.39E-22,1.42E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm48419,2884,7.663118698,3.538892502,795.5688398,1.41E-22,1.42E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc10a6,2124,5.990865349,3.815031254,788.6904563,1.59E-22,1.60E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm33248,758,9.366142252,3.474591773,781.7214209,1.80E-22,1.80E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Hmgcs1,4594,-1.629228484,8.065121284,780.6324607,1.83E-22,1.82E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Dnajb14,15741,3.017720365,4.777110534,775.6428186,2.00E-22,1.98E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm9519,1337,8.610576105,3.56712477,775.37411,2.01E-22,1.98E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm6264,1474,7.306322342,3.490382912,775.1776469,2.02E-22,1.98E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm16478,5084,11.85461426,3.648631161,840.6354233,2.26E-22,2.20E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
2810004N23Rik,6324,1.692139419,6.807020188,765.2168595,2.42E-22,2.35E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Pemt,2104,3.742169291,4.199339557,762.0955662,2.56E-22,2.47E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Tbc1d12,4209,2.751649424,5.023216861,758.1554022,2.75E-22,2.65E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Ttc30b,2737,9.342119795,3.451386734,757.4568657,2.79E-22,2.67E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Apol7b,2437,7.037803543,3.474556455,756.6919165,2.83E-22,2.69E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Dennd4c,8482,1.749055415,6.779079068,753.4125331,3.00E-22,2.85E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Fbxo34,4275,1.726864682,6.59832759,752.9556523,3.03E-22,2.86E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Stk32c,2302,3.499090955,4.261276367,747.2469955,3.37E-22,3.16E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm12620,1986,8.406252709,3.36460053,742.6855259,3.67E-22,3.42E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Tbc1d23,9802,1.880409146,6.110158935,740.1449509,3.85E-22,3.57E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm10662,2495,11.67926153,3.476082077,792.1773557,5.03E-22,4.65E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Hspa5,4229,-1.376148296,9.872324486,719.211569,5.73E-22,5.28E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Fundc1,2353,2.426784759,5.50299028,713.8330162,6.36E-22,5.83E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm6494,2298,7.494898649,3.372856621,711.3840694,6.67E-22,6.09E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm9176,1120,8.3372867,3.296374468,706.3583451,7.37E-22,6.69E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Arsk,5894,3.37526101,4.244733996,706.050645,7.41E-22,6.69E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Csrnp1,3473,2.513553287,4.973135391,704.917471,7.58E-22,6.81E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Nupr1,2514,2.237859668,5.353438603,704.7399239,7.60E-22,6.81E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5590,2594,6.883152057,3.533691758,702.8775702,7.89E-22,7.03E-20,0_vs_24,DuxOE,0_vs_24_DuxOE
