gene,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Dnal1,6938,-0.524852853,4.094935596,23.44241726,3.97E-05,0.000157123,0_vs_24,DuxOE,0_vs_24_DuxOE
Map4k1,3077,-0.444679282,4.897796732,23.43376652,3.98E-05,0.000157481,0_vs_24,DuxOE,0_vs_24_DuxOE
Mmgt1,4234,0.438581946,4.752384134,23.42801887,3.99E-05,0.000157708,0_vs_24,DuxOE,0_vs_24_DuxOE
Actr10,9726,-0.352936676,5.525638993,23.42697684,3.99E-05,0.000157723,0_vs_24,DuxOE,0_vs_24_DuxOE
Lipo3,5007,1.611563498,0.922604485,23.41457027,4.00E-05,0.00015822,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm7663,1240,6.620873988,-1.207027258,23.70297671,4.01E-05,0.000158401,0_vs_24,DuxOE,0_vs_24_DuxOE
Adgrl2,14198,0.44678088,4.691381578,23.4005571,4.02E-05,0.000158791,0_vs_24,DuxOE,0_vs_24_DuxOE
Ina,3240,1.00223443,2.190540055,23.39845129,4.02E-05,0.000158855,0_vs_24,DuxOE,0_vs_24_DuxOE
Gstt1,1528,-0.819022768,2.710354832,23.36761416,4.06E-05,0.000160233,0_vs_24,DuxOE,0_vs_24_DuxOE
Abcc4,6389,0.355814614,5.471769752,23.35875883,4.07E-05,0.000160608,0_vs_24,DuxOE,0_vs_24_DuxOE
Tmem14c,914,-0.290861246,6.604064127,23.34989605,4.08E-05,0.000160984,0_vs_24,DuxOE,0_vs_24_DuxOE
Amn1,18886,0.633171496,3.496314225,23.34383501,4.08E-05,0.000161231,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm29087,645,6.493081056,-1.300269464,23.63096208,4.09E-05,0.000161403,0_vs_24,DuxOE,0_vs_24_DuxOE
Lag3,2109,-0.997050849,2.262222258,23.33569683,4.09E-05,0.000161513,0_vs_24,DuxOE,0_vs_24_DuxOE
Lmtk3,5744,-0.530863176,4.155440605,23.33560662,4.09E-05,0.000161513,0_vs_24,DuxOE,0_vs_24_DuxOE
Ppp4r1l-ps,12025,0.502525044,4.188312402,23.33454501,4.10E-05,0.000161529,0_vs_24,DuxOE,0_vs_24_DuxOE
Prss36,3221,-0.557545171,3.849438029,23.32476522,4.11E-05,0.00016195,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm32996,1447,4.108954392,-0.6226256,23.32179503,4.11E-05,0.000162055,0_vs_24,DuxOE,0_vs_24_DuxOE
Dennd2c,6858,0.339088255,5.905047371,23.29390766,4.14E-05,0.000163292,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm10482,2428,4.524768052,-0.997618065,23.28560318,4.15E-05,0.000163649,0_vs_24,DuxOE,0_vs_24_DuxOE
Ank,3610,0.584043543,3.706148327,23.2632307,4.18E-05,0.000164671,0_vs_24,DuxOE,0_vs_24_DuxOE
Thrsp,2189,-1.206090934,1.826990454,23.25946006,4.18E-05,0.000164816,0_vs_24,DuxOE,0_vs_24_DuxOE
Sec61g,2464,-0.306760132,6.561920674,23.24789582,4.20E-05,0.000165331,0_vs_24,DuxOE,0_vs_24_DuxOE
Mtpn,3960,-0.279083029,7.059770947,23.24399902,4.20E-05,0.000165482,0_vs_24,DuxOE,0_vs_24_DuxOE
Prpf3,5661,-0.314900937,6.067685563,23.2395327,4.21E-05,0.000165651,0_vs_24,DuxOE,0_vs_24_DuxOE
Iqgap3,11384,-0.313927186,6.369903581,23.23904881,4.21E-05,0.000165651,0_vs_24,DuxOE,0_vs_24_DuxOE
Ccdc107,1547,0.61199543,3.638139934,23.23758063,4.21E-05,0.000165687,0_vs_24,DuxOE,0_vs_24_DuxOE
Kcnj4,2152,1.02644441,2.402421311,23.227766,4.22E-05,0.000166121,0_vs_24,DuxOE,0_vs_24_DuxOE
Ahnak,19938,-0.268852428,7.57865371,23.22239629,4.23E-05,0.000166344,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc10a7,9442,0.54062716,3.975636181,23.19699819,4.26E-05,0.00016753,0_vs_24,DuxOE,0_vs_24_DuxOE
1810013L24Rik,4960,0.299155754,6.365625488,23.18920165,4.27E-05,0.000167873,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm10767,2274,-1.627641722,1.08819544,23.18443369,4.28E-05,0.000168069,0_vs_24,DuxOE,0_vs_24_DuxOE
Ppp2r2a,5381,-0.276406351,7.089716435,23.17799311,4.28E-05,0.000168347,0_vs_24,DuxOE,0_vs_24_DuxOE
Chst2,7328,2.251994437,0.059518666,23.1750044,4.29E-05,0.000168458,0_vs_24,DuxOE,0_vs_24_DuxOE
Cyb5d2,5143,1.730712866,0.638619625,23.1645817,4.30E-05,0.00016893,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp729a,9771,0.622864751,3.528298088,23.15111885,4.32E-05,0.000169552,0_vs_24,DuxOE,0_vs_24_DuxOE
Rbm45,1898,-0.378654624,5.224332101,23.1419413,4.33E-05,0.000169966,0_vs_24,DuxOE,0_vs_24_DuxOE
Plekhg1,8997,0.533329781,3.98733213,23.13884795,4.33E-05,0.00017005,0_vs_24,DuxOE,0_vs_24_DuxOE
Sidt2,5146,-0.369779343,5.688136251,23.13881465,4.33E-05,0.00017005,0_vs_24,DuxOE,0_vs_24_DuxOE
Usp19,7048,-0.280797271,7.245024004,23.13796948,4.33E-05,0.000170057,0_vs_24,DuxOE,0_vs_24_DuxOE
Actl6a,3886,-0.271379792,7.043637511,23.13389741,4.34E-05,0.000170222,0_vs_24,DuxOE,0_vs_24_DuxOE
Tbccd1,6939,0.461146398,4.497821111,23.13261704,4.34E-05,0.000170231,0_vs_24,DuxOE,0_vs_24_DuxOE
Cebpb,1504,0.69652581,3.39739961,23.13231326,4.34E-05,0.000170231,0_vs_24,DuxOE,0_vs_24_DuxOE
Oas1a,1885,-0.973745379,2.259656585,23.12571275,4.35E-05,0.00017052,0_vs_24,DuxOE,0_vs_24_DuxOE
Itga4,13978,1.48048906,1.133492116,23.11048211,4.37E-05,0.000171236,0_vs_24,DuxOE,0_vs_24_DuxOE
Cox6a2,680,6.486648974,-1.300463431,23.39113851,4.38E-05,0.000171482,0_vs_24,DuxOE,0_vs_24_DuxOE
Hax1,1869,0.293555146,6.710013025,23.09167379,4.39E-05,0.000172098,0_vs_24,DuxOE,0_vs_24_DuxOE
Recql,7688,0.464688612,4.572670034,23.07512437,4.41E-05,0.000172886,0_vs_24,DuxOE,0_vs_24_DuxOE
Nutf2,2034,-0.280230963,7.037382946,23.07278489,4.42E-05,0.000172968,0_vs_24,DuxOE,0_vs_24_DuxOE
Cdca7,3202,-0.264245699,7.336297027,23.05106012,4.44E-05,0.000173985,0_vs_24,DuxOE,0_vs_24_DuxOE
Map4k3,9911,0.376039313,5.226914795,23.03723547,4.46E-05,0.000174646,0_vs_24,DuxOE,0_vs_24_DuxOE
Zc3h10,4384,0.456285831,4.50243005,22.96811647,4.55E-05,0.000178134,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm35986,787,-1.302878532,1.499746877,22.96411564,4.56E-05,0.000178304,0_vs_24,DuxOE,0_vs_24_DuxOE
Spata13,9102,-0.371622925,5.300008034,22.94693799,4.58E-05,0.000179156,0_vs_24,DuxOE,0_vs_24_DuxOE
Acin1,10527,-0.268527437,8.060289657,22.92803089,4.60E-05,0.000180102,0_vs_24,DuxOE,0_vs_24_DuxOE
Triml2,3693,0.332094359,5.753281171,22.92616464,4.61E-05,0.000180163,0_vs_24,DuxOE,0_vs_24_DuxOE
Tubb6,2437,-0.336319409,5.85991527,22.91633271,4.62E-05,0.00018064,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm7868,680,4.474994827,-1.037300802,22.91210929,4.63E-05,0.000180824,0_vs_24,DuxOE,0_vs_24_DuxOE
P4hb,2861,-0.259758996,8.808008152,22.90878571,4.63E-05,0.000180962,0_vs_24,DuxOE,0_vs_24_DuxOE
Srp68,2737,-0.272658712,7.000252571,22.90437963,4.64E-05,0.000181156,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp595,5440,1.420491991,1.277745828,22.88242082,4.67E-05,0.000182275,0_vs_24,DuxOE,0_vs_24_DuxOE
Rhox5,754,-0.349757375,5.537260933,22.87871043,4.67E-05,0.000182435,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfas1,1901,-0.27891358,6.791936218,22.86638554,4.69E-05,0.00018305,0_vs_24,DuxOE,0_vs_24_DuxOE
Klhdc10,8443,0.315375347,6.073926145,22.86275306,4.69E-05,0.000183206,0_vs_24,DuxOE,0_vs_24_DuxOE
Kctd15,4238,0.783010439,2.782466104,22.85739914,4.70E-05,0.000183454,0_vs_24,DuxOE,0_vs_24_DuxOE
Ednra,5476,4.472694701,-1.037378182,22.8553787,4.70E-05,0.000183487,0_vs_24,DuxOE,0_vs_24_DuxOE
Tmem72,17177,4.472694701,-1.037378182,22.8553787,4.70E-05,0.000183487,0_vs_24,DuxOE,0_vs_24_DuxOE
Polrmt,4685,-0.374579828,5.330899314,22.8543234,4.70E-05,0.000183506,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm15844,576,6.494368575,-1.300230667,23.12398322,4.72E-05,0.000184051,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm3442,710,3.920051192,-0.780844625,22.83604009,4.73E-05,0.000184407,0_vs_24,DuxOE,0_vs_24_DuxOE
Fam131a,2899,-0.844234193,2.559768176,22.8215216,4.75E-05,0.000185148,0_vs_24,DuxOE,0_vs_24_DuxOE
Strap,3090,-0.27124967,7.744183049,22.81883966,4.75E-05,0.000185255,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp612,6083,2.599514615,-0.184810657,22.81783853,4.75E-05,0.000185271,0_vs_24,DuxOE,0_vs_24_DuxOE
Cr1l,10349,0.622641802,3.722043462,22.81207833,4.76E-05,0.000185521,0_vs_24,DuxOE,0_vs_24_DuxOE
Efcab2,4151,0.788696935,2.771202299,22.8117938,4.76E-05,0.000185521,0_vs_24,DuxOE,0_vs_24_DuxOE
9330104G04Rik,3510,1.12668969,1.826138458,22.80989754,4.76E-05,0.000185552,0_vs_24,DuxOE,0_vs_24_DuxOE
Man1a2,7969,0.346959553,5.692033387,22.809833,4.76E-05,0.000185552,0_vs_24,DuxOE,0_vs_24_DuxOE
Kdelr3,1411,0.404098451,5.151449751,22.80815809,4.77E-05,0.000185605,0_vs_24,DuxOE,0_vs_24_DuxOE
Mical1,6047,-0.556382442,3.86516871,22.80319055,4.77E-05,0.000185835,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm13043,2055,6.423488798,-1.349284362,23.07196663,4.79E-05,0.000186263,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm26040,161,6.423488798,-1.349284362,23.07196663,4.79E-05,0.000186263,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm38403,2357,6.423488798,-1.349284362,23.07196663,4.79E-05,0.000186263,0_vs_24,DuxOE,0_vs_24_DuxOE
Obox4-ps28,1362,6.423488798,-1.349284362,23.07196663,4.79E-05,0.000186263,0_vs_24,DuxOE,0_vs_24_DuxOE
Yeats2,11585,-0.309174472,6.591424548,22.78315101,4.80E-05,0.000186731,0_vs_24,DuxOE,0_vs_24_DuxOE
Msh3,11254,0.39743847,5.143440117,22.7796079,4.81E-05,0.000186886,0_vs_24,DuxOE,0_vs_24_DuxOE
Ints3,5677,-0.304330383,6.38566737,22.77779502,4.81E-05,0.000186947,0_vs_24,DuxOE,0_vs_24_DuxOE
Gabrb3,6542,0.700458124,3.268323516,22.76225536,4.83E-05,0.000187755,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm37745,8163,-1.937486289,0.392024517,22.75556836,4.84E-05,0.000188082,0_vs_24,DuxOE,0_vs_24_DuxOE
Itm2c,2491,-0.293096335,6.649354714,22.74978665,4.85E-05,0.00018836,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm21149,1212,6.424806168,-1.349245551,23.02559474,4.85E-05,0.000188392,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5565,1162,6.424806168,-1.349245551,23.02559474,4.85E-05,0.000188392,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm8104,1761,6.424806168,-1.349245551,23.02559474,4.85E-05,0.000188392,0_vs_24,DuxOE,0_vs_24_DuxOE
Gmds,3351,-0.542526973,3.890642689,22.74453832,4.86E-05,0.000188496,0_vs_24,DuxOE,0_vs_24_DuxOE
Trim46,3792,-1.123138053,1.739896717,22.73031714,4.88E-05,0.000189239,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm5617,531,0.810305485,2.839465755,22.72181206,4.89E-05,0.000189669,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm49873,829,4.469909442,-1.037251358,22.71351946,4.90E-05,0.000190089,0_vs_24,DuxOE,0_vs_24_DuxOE
Drosha,5935,-0.291048291,6.922856939,22.70178755,4.92E-05,0.0001907,0_vs_24,DuxOE,0_vs_24_DuxOE
Nradd,1817,-0.415368567,4.799603115,22.69759129,4.92E-05,0.000190894,0_vs_24,DuxOE,0_vs_24_DuxOE
Khsrp,4319,-0.261251365,8.306816636,22.68693282,4.94E-05,0.000191449,0_vs_24,DuxOE,0_vs_24_DuxOE
Fam53b,6911,-0.642313804,3.891426567,22.68082686,4.95E-05,0.000191751,0_vs_24,DuxOE,0_vs_24_DuxOE
Neil2,5017,0.398175311,5.293613626,22.6795403,4.95E-05,0.000191784,0_vs_24,DuxOE,0_vs_24_DuxOE
Rab1b,2272,-0.319739023,6.281759196,22.6750921,4.96E-05,0.000191994,0_vs_24,DuxOE,0_vs_24_DuxOE
Smurf2,6162,0.345275971,5.611144927,22.67377729,4.96E-05,0.000192029,0_vs_24,DuxOE,0_vs_24_DuxOE
Cep350,16520,0.319191788,5.923507516,22.65997969,4.98E-05,0.000192763,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc44a5,7281,4.613637336,-0.922000601,22.65917949,4.98E-05,0.000192769,0_vs_24,DuxOE,0_vs_24_DuxOE
Afg3l1,4757,-0.28343654,6.611830444,22.65539368,4.98E-05,0.000192943,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm11756,1312,6.42217183,-1.349323172,22.92423405,4.99E-05,0.000193285,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm18617,259,6.42217183,-1.349323172,22.92423405,4.99E-05,0.000193285,0_vs_24,DuxOE,0_vs_24_DuxOE
Papln,5635,-1.302206053,1.541575972,22.60549824,5.06E-05,0.00019565,0_vs_24,DuxOE,0_vs_24_DuxOE
Wdcp,5891,-0.635038761,3.419128013,22.59491368,5.07E-05,0.000196176,0_vs_24,DuxOE,0_vs_24_DuxOE
Plekhg2,6797,0.734592205,2.978031618,22.59450836,5.07E-05,0.000196176,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm45593,752,3.818478221,-0.849794667,22.59421835,5.07E-05,0.000196176,0_vs_24,DuxOE,0_vs_24_DuxOE
Prkd1,3653,1.112517592,1.875329346,22.58786498,5.08E-05,0.000196501,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc34a2,5013,2.186193292,0.202530409,22.58107328,5.09E-05,0.000196829,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp239,4364,0.898591624,2.378229999,22.58075921,5.09E-05,0.000196829,0_vs_24,DuxOE,0_vs_24_DuxOE
Mpzl1,3550,0.274428732,6.879823204,22.57384159,5.10E-05,0.000197187,0_vs_24,DuxOE,0_vs_24_DuxOE
Foxi3,1281,1.430533384,1.284439458,22.57117457,5.11E-05,0.00019727,0_vs_24,DuxOE,0_vs_24_DuxOE
Asna1,1881,-0.251689976,7.93531292,22.571038,5.11E-05,0.00019727,0_vs_24,DuxOE,0_vs_24_DuxOE
Tmem19,3675,0.391273355,5.122560063,22.56234801,5.12E-05,0.000197731,0_vs_24,DuxOE,0_vs_24_DuxOE
Mrpl10,1708,0.33279175,5.776983724,22.56160233,5.12E-05,0.000197734,0_vs_24,DuxOE,0_vs_24_DuxOE
Oaz1-ps,685,-0.505842012,4.232887546,22.55330439,5.13E-05,0.000198174,0_vs_24,DuxOE,0_vs_24_DuxOE
Cnbp,3036,-0.249483242,9.093520898,22.54680287,5.14E-05,0.000198511,0_vs_24,DuxOE,0_vs_24_DuxOE
Spata31d1b,4287,1.376002551,1.268738889,22.5365645,5.16E-05,0.000199065,0_vs_24,DuxOE,0_vs_24_DuxOE
Cry1,3340,0.321220179,6.038108996,22.52964093,5.17E-05,0.000199428,0_vs_24,DuxOE,0_vs_24_DuxOE
Eif1a,4168,0.273078941,6.911367202,22.51741412,5.19E-05,0.000200101,0_vs_24,DuxOE,0_vs_24_DuxOE
Stk17b,5185,0.495526541,4.276540326,22.51460448,5.19E-05,0.000200197,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm28826,488,6.426123942,-1.349206739,22.78779053,5.19E-05,0.000200197,0_vs_24,DuxOE,0_vs_24_DuxOE
Kbtbd7,4526,0.702509306,3.179397849,22.50702646,5.20E-05,0.000200588,0_vs_24,DuxOE,0_vs_24_DuxOE
Atp13a3,9938,0.301857168,7.40296317,22.49652786,5.22E-05,0.000201164,0_vs_24,DuxOE,0_vs_24_DuxOE
Prr5,1917,0.604926201,3.54146542,22.48508302,5.24E-05,0.000201782,0_vs_24,DuxOE,0_vs_24_DuxOE
Rad51c,4384,0.47891526,4.403279351,22.48466596,5.24E-05,0.000201782,0_vs_24,DuxOE,0_vs_24_DuxOE
Kif5a,6990,-0.393764824,5.145334317,22.48245294,5.24E-05,0.000201872,0_vs_24,DuxOE,0_vs_24_DuxOE
Gnai3,3262,-0.266833097,7.179276263,22.48133182,5.24E-05,0.000201898,0_vs_24,DuxOE,0_vs_24_DuxOE
Pla2g10,1504,-0.615637712,3.596355565,22.46753739,5.26E-05,0.000202673,0_vs_24,DuxOE,0_vs_24_DuxOE
Ip6k1,6487,-0.296438664,6.635573869,22.46387703,5.27E-05,0.00020285,0_vs_24,DuxOE,0_vs_24_DuxOE
Glo1,12101,-0.282750174,6.61626466,22.46066345,5.27E-05,0.000203,0_vs_24,DuxOE,0_vs_24_DuxOE
Rps12,2027,-0.236488275,10.71741382,22.45469055,5.28E-05,0.000203314,0_vs_24,DuxOE,0_vs_24_DuxOE
Sod2,10008,-0.266905507,7.146089725,22.45135112,5.29E-05,0.000203472,0_vs_24,DuxOE,0_vs_24_DuxOE
Srp19,3630,-0.359114772,5.966726502,22.44579901,5.30E-05,0.000203726,0_vs_24,DuxOE,0_vs_24_DuxOE
Zbtb17,3877,-0.369389751,5.313594347,22.44572955,5.30E-05,0.000203726,0_vs_24,DuxOE,0_vs_24_DuxOE
Rexo1,7155,-0.333440551,6.425941671,22.44304585,5.30E-05,0.000203845,0_vs_24,DuxOE,0_vs_24_DuxOE
Ctf1,1824,-1.088311434,1.925488455,22.42467988,5.33E-05,0.000204883,0_vs_24,DuxOE,0_vs_24_DuxOE
Rfxank,3967,0.928945339,2.276821002,22.4243169,5.33E-05,0.000204883,0_vs_24,DuxOE,0_vs_24_DuxOE
Kdm5b,16555,0.257803252,8.816708198,22.41039018,5.35E-05,0.000205666,0_vs_24,DuxOE,0_vs_24_DuxOE
Eif2ak1,5670,0.432505862,4.957390707,22.4099321,5.35E-05,0.000205666,0_vs_24,DuxOE,0_vs_24_DuxOE
Adamts7,6282,-0.459697875,4.723634605,22.39299369,5.38E-05,0.000206647,0_vs_24,DuxOE,0_vs_24_DuxOE
Ndufs2,2313,-0.248167819,8.178331716,22.38071973,5.40E-05,0.000207349,0_vs_24,DuxOE,0_vs_24_DuxOE
Arpc2,2033,-0.2559751,7.65925308,22.37929766,5.40E-05,0.000207394,0_vs_24,DuxOE,0_vs_24_DuxOE
Sgf29,1802,0.481524413,4.283068008,22.37566189,5.41E-05,0.000207536,0_vs_24,DuxOE,0_vs_24_DuxOE
Fam135a,7773,0.390022739,5.443825819,22.37561616,5.41E-05,0.000207536,0_vs_24,DuxOE,0_vs_24_DuxOE
Tprgl,2242,-0.295753152,6.296462608,22.35746164,5.44E-05,0.000208601,0_vs_24,DuxOE,0_vs_24_DuxOE
Gcn1,17815,-0.26083416,8.09283155,22.34216765,5.46E-05,0.000209496,0_vs_24,DuxOE,0_vs_24_DuxOE
Smu1,3119,-0.26862471,7.171958103,22.34110871,5.46E-05,0.000209519,0_vs_24,DuxOE,0_vs_24_DuxOE
Plch2,8112,-1.407559156,1.390816126,22.32485162,5.49E-05,0.000210478,0_vs_24,DuxOE,0_vs_24_DuxOE
Limd1,6018,0.599979358,3.686968475,22.3187451,5.50E-05,0.000210813,0_vs_24,DuxOE,0_vs_24_DuxOE
Irf6,7069,-0.430451598,4.636074582,22.31290772,5.51E-05,0.000211133,0_vs_24,DuxOE,0_vs_24_DuxOE
Vps37d,1544,-0.720917507,3.023174532,22.30440852,5.52E-05,0.000211617,0_vs_24,DuxOE,0_vs_24_DuxOE
Mccc1,10952,0.404260493,4.997914451,22.30041396,5.53E-05,0.000211824,0_vs_24,DuxOE,0_vs_24_DuxOE
Rnf213,16888,-0.306591201,6.317443237,22.29776228,5.53E-05,0.000211946,0_vs_24,DuxOE,0_vs_24_DuxOE
H2bc4,1156,-0.591145321,3.639260729,22.2907826,5.54E-05,0.000212339,0_vs_24,DuxOE,0_vs_24_DuxOE
Rfx2,7311,-0.297899361,6.234185776,22.28043019,5.56E-05,0.000212942,0_vs_24,DuxOE,0_vs_24_DuxOE
Qpctl,4310,0.807003129,2.679242086,22.26739731,5.58E-05,0.000213685,0_vs_24,DuxOE,0_vs_24_DuxOE
Col20a1,5142,1.099289613,1.758657112,22.26721024,5.58E-05,0.000213685,0_vs_24,DuxOE,0_vs_24_DuxOE
Ptbp3,7480,0.316594766,6.099984254,22.26341269,5.59E-05,0.000213881,0_vs_24,DuxOE,0_vs_24_DuxOE
H2bc7,461,2.813883197,-0.374212759,22.26203944,5.59E-05,0.000213925,0_vs_24,DuxOE,0_vs_24_DuxOE
Npdc1,3906,-0.397980009,5.091735816,22.25512855,5.60E-05,0.000214317,0_vs_24,DuxOE,0_vs_24_DuxOE
Mylip,3233,0.573877019,3.748310784,22.24328255,5.62E-05,0.000215021,0_vs_24,DuxOE,0_vs_24_DuxOE
Grk2,4476,-0.319700983,5.99683911,22.23950463,5.63E-05,0.000215217,0_vs_24,DuxOE,0_vs_24_DuxOE
1700054A03Rik,4290,3.241275626,-0.534441908,22.23791303,5.63E-05,0.000215275,0_vs_24,DuxOE,0_vs_24_DuxOE
A830082N09Rik,7840,1.651182078,0.827103445,22.23104988,5.64E-05,0.000215667,0_vs_24,DuxOE,0_vs_24_DuxOE
Rps11-ps1,475,-1.413046921,1.157649884,22.22918214,5.64E-05,0.000215743,0_vs_24,DuxOE,0_vs_24_DuxOE
Ilf3,10843,-0.243293209,8.579631407,22.2257984,5.65E-05,0.000215831,0_vs_24,DuxOE,0_vs_24_DuxOE
Rreb1,13994,0.403784545,5.38602866,22.22576327,5.65E-05,0.000215831,0_vs_24,DuxOE,0_vs_24_DuxOE
Fam214b,4129,-0.732840765,3.262834711,22.22515172,5.65E-05,0.000215831,0_vs_24,DuxOE,0_vs_24_DuxOE
Zbtb41,8400,-0.371714463,5.205532476,22.2251017,5.65E-05,0.000215831,0_vs_24,DuxOE,0_vs_24_DuxOE
Hipk3,7987,0.55469862,3.81521831,22.2207658,5.66E-05,0.000216063,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp473,10037,0.690127529,3.204930844,22.21239308,5.67E-05,0.000216552,0_vs_24,DuxOE,0_vs_24_DuxOE
Rnf31,5734,-0.348332604,5.767215067,22.20002029,5.69E-05,0.000217298,0_vs_24,DuxOE,0_vs_24_DuxOE
Tcerg1l,3856,-2.284890386,0.131799093,22.19443602,5.70E-05,0.000217612,0_vs_24,DuxOE,0_vs_24_DuxOE
Lad1,3400,-0.494048654,4.347983973,22.19299453,5.71E-05,0.000217662,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm7972,3237,-0.397569,5.118821487,22.19129905,5.71E-05,0.000217727,0_vs_24,DuxOE,0_vs_24_DuxOE
Cdcp1,6765,0.916114048,2.519935838,22.18917024,5.71E-05,0.00021782,0_vs_24,DuxOE,0_vs_24_DuxOE
Fat3,21478,6.49565646,-1.30019187,22.45169373,5.72E-05,0.000218019,0_vs_24,DuxOE,0_vs_24_DuxOE
Dmac2,3020,-0.384630632,5.107965014,22.1807444,5.73E-05,0.000218275,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm42798,3972,-1.634965528,0.758436617,22.17741652,5.73E-05,0.000218445,0_vs_24,DuxOE,0_vs_24_DuxOE
3110053B16Rik,2205,2.273123375,-0.037098805,22.17124765,5.74E-05,0.000218799,0_vs_24,DuxOE,0_vs_24_DuxOE
Atg16l2,8469,-0.81810014,2.978835639,22.16821182,5.75E-05,0.000218951,0_vs_24,DuxOE,0_vs_24_DuxOE
AW549877,5199,0.309524489,6.694147332,22.15342273,5.77E-05,0.000219862,0_vs_24,DuxOE,0_vs_24_DuxOE
Adam17,7154,0.346242143,5.751341608,22.14604662,5.78E-05,0.000220296,0_vs_24,DuxOE,0_vs_24_DuxOE
Slc39a8,7664,0.661466952,3.325577444,22.13708633,5.80E-05,0.000220835,0_vs_24,DuxOE,0_vs_24_DuxOE
Zfp329,6732,0.581459786,3.710569168,22.13449416,5.80E-05,0.00022096,0_vs_24,DuxOE,0_vs_24_DuxOE
Snapc3,6760,-0.409685703,4.889592675,22.12653407,5.82E-05,0.000221434,0_vs_24,DuxOE,0_vs_24_DuxOE
Ralgapb,12992,0.285259097,6.574387757,22.10342273,5.86E-05,0.000222902,0_vs_24,DuxOE,0_vs_24_DuxOE
Jrkl,3223,0.860419411,2.518500656,22.09311472,5.88E-05,0.000223536,0_vs_24,DuxOE,0_vs_24_DuxOE
Carm1,4852,-0.292225773,6.492474015,22.09185187,5.88E-05,0.000223575,0_vs_24,DuxOE,0_vs_24_DuxOE
Ccdc138,5102,0.514287146,4.011284886,22.08961675,5.88E-05,0.000223678,0_vs_24,DuxOE,0_vs_24_DuxOE
Sfxn3,3110,-0.604431405,3.630943979,22.08804986,5.88E-05,0.000223738,0_vs_24,DuxOE,0_vs_24_DuxOE
F730043M19Rik,4610,-0.455262835,4.462618748,22.05211338,5.95E-05,0.000226075,0_vs_24,DuxOE,0_vs_24_DuxOE
Pde3b,9114,0.657735798,3.379195847,22.05052394,5.95E-05,0.000226137,0_vs_24,DuxOE,0_vs_24_DuxOE
Ppil1,2496,-0.293169111,6.647167536,22.0394646,5.97E-05,0.000226831,0_vs_24,DuxOE,0_vs_24_DuxOE
Dsel,5763,0.662892056,3.328501495,22.03068778,5.98E-05,0.000227374,0_vs_24,DuxOE,0_vs_24_DuxOE
Cct4,4201,-0.243603979,9.333241203,22.01433868,6.01E-05,0.000228429,0_vs_24,DuxOE,0_vs_24_DuxOE
Ttyh2,3739,0.37914579,5.187171672,22.00295383,6.03E-05,0.000229152,0_vs_24,DuxOE,0_vs_24_DuxOE
Wdr89,3192,0.786859001,2.799846003,21.99643041,6.05E-05,0.000229549,0_vs_24,DuxOE,0_vs_24_DuxOE
Pmepa1,4913,0.452806553,4.435926117,21.98593234,6.06E-05,0.000230216,0_vs_24,DuxOE,0_vs_24_DuxOE
Mrps16,2875,-0.313829479,5.939678735,21.982474,6.07E-05,0.000230406,0_vs_24,DuxOE,0_vs_24_DuxOE
Sema4a,5406,-0.566131276,3.831502218,21.97794057,6.08E-05,0.000230669,0_vs_24,DuxOE,0_vs_24_DuxOE
Dync2h1,16348,0.455197222,4.537421424,21.97390969,6.09E-05,0.000230899,0_vs_24,DuxOE,0_vs_24_DuxOE
Gm47526,331,-1.619793301,0.792727517,21.97109992,6.09E-05,0.000231045,0_vs_24,DuxOE,0_vs_24_DuxOE
