gene,dux_0h,dux_12h,dux_24h,dux_36h,dux_48h,dux_72h
Atxn1,8.550155123,8.400183716,8.547649283,16.24024386,12.22344119,15.32028752
Atxn3,53.44961041,73.81189816,104.8011316,120.4944073,106.6026992,81.16261074
Axin2,2.482381717,5.544036383,8.459963977,10.08682101,6.800691077,3.706546238
B230206L02Rik,8.644363037,4.539898987,7.65592189,11.96075846,8.287641936,5.46106879
B230303O12Rik,1.616737602,2.482236744,4.494334572,5.263560038,4.461177377,2.095212837
B3glct,23.59057413,17.78047391,27.44950106,43.11483002,29.63790296,22.37476779
B4galt5,27.56327567,46.35021885,57.92397565,66.598561,49.44664754,37.71986578
B930059L03Rik,0.786507546,2.202677768,3.123963042,4.257682566,2.535860364,1.379743991
B930095G15Rik,1.356033639,1.708291822,2.950584722,3.692267346,2.733924319,2.753352805
BC004004,23.59085341,31.55437569,46.74027615,50.23332497,47.93603457,36.42418142
BC024063,1.919803923,3.499713826,4.037902476,5.076182883,2.948795142,3.529288545
BC030343,0.762217412,1.017558887,1.95188227,2.799887352,1.764849348,0.858769199
BC048644,0.107269741,0.50553374,1.008331312,1.101986739,0.656829769,0.446438843
BC067074,8.632638555,7.574301813,13.16615407,20.86442571,9.881933829,9.698377901
BC107364,0.230143141,0.165511927,0.612517248,1.33539977,0.961192537,0.741213597
Barhl2,0.452086139,0.158176824,0.358085565,1.428599937,0.356636472,0.081369622
Bcan,6.081279875,2.778526987,3.561311055,7.88167448,2.85338703,1.236908304
Bcl11b,3.10870792,5.060130698,8.515702614,15.74691873,14.58642218,9.527123389
Bcl9l,9.178949854,9.190341353,14.46676886,23.09905747,17.64458915,14.60104782
Begain,6.72959412,4.134062731,5.953589133,9.469723928,8.42872886,6.736208181
Bend7,2.988801885,3.884686992,7.00332808,17.42823857,16.28806671,12.6213637
Bik,3.143280554,4.637828855,5.071146292,5.886977339,3.158206971,1.689249077
Bmi1,2.757293107,4.800714859,5.410976243,8.190014678,7.345370425,6.674723252
Boc,1.652882043,3.197170964,3.851644777,4.591732713,3.196946348,2.339761066
Bpifb4,2.918065924,1.575983726,3.014861229,4.650618882,3.318298127,2.066704061
Brinp2,2.122760123,1.951390035,2.221585969,3.159262665,1.121427742,0.683496938
Bst2,72.84247418,51.66135748,71.51194249,75.66416088,58.29382026,34.08833162
Btbd18,2.007242309,1.944405483,3.158999091,4.724500755,3.94342475,3.671067438
Btbd6,7.140995007,12.32621993,13.27375132,18.56613956,12.20372144,11.94150254
C030034I22Rik,4.579953756,2.280543598,3.209218174,5.552270968,5.45468249,4.459547566
C1qtnf4,2.201658315,1.222149239,1.312088764,2.94347922,2.537328761,1.797291785
C2,2.151266404,1.515862791,2.055949815,4.248192628,3.674648196,3.424007203
C2cd4c,1.873844042,1.590936146,1.703955712,4.180768542,1.419942719,0.578328728
C530008M17Rik,2.629948697,3.404463249,2.759905006,8.007721485,6.02325322,4.764812928
Cables2,7.085267764,6.639701794,11.60004559,13.90604945,7.935022265,8.180514987
Cabp7,1.314170838,1.855411328,3.259795556,3.393935084,2.569178462,1.434862477
Cachd1,1.477004853,1.823223914,3.64413397,6.746863318,5.256308333,4.357499185
Cacna1b,15.7287172,9.699438621,15.1412775,23.76524692,8.600285001,6.319425441
Cacna1c,1.501679414,1.149904973,2.232483338,3.564675587,2.846282859,2.891341574
Camkk1,12.11313826,10.19277273,13.07260187,24.71093985,21.50099946,17.25016444
Cap2,4.516291558,2.904565506,4.438775938,6.839353385,5.597350331,4.287009967
Card19,25.15070742,12.77687699,16.25029726,25.44839115,24.44896856,15.30421967
Carf,3.98875006,9.227481449,10.09525981,16.43616239,10.30917931,11.33333376
Carmil3,8.66129359,5.781461836,9.534122469,13.41949482,10.47626489,12.81485214
Casd1,3.924907169,7.875769457,8.826279461,9.084165674,8.373381929,6.254289944
Catspere2,0.205641775,0.795436554,1.228013087,1.331684791,0.87814587,0.411413366
Cbx4,6.54145583,3.488180401,11.41739713,16.06304702,9.680022311,7.712176822
Ccbe1,1.975220408,2.517000995,2.092078422,5.371041201,3.673181025,2.40322747
Ccdc150,0.522402994,1.171380191,1.580726061,1.734777265,1.236699699,0.661982983
Ccdc36,2.169683726,2.660697334,6.377309069,6.778718103,4.106591242,1.770298797
Ccdc62,1.677348808,3.705540713,3.316731165,4.429923593,3.541892029,3.389851025
Ccdc93,62.0416676,53.0482874,77.96438702,138.3340478,105.5415235,96.77290585
Ccm2l,3.980354718,3.550858166,4.257816365,4.43748846,3.608104454,1.001368577
Ccsap,4.969894266,9.649811626,9.924655205,12.82236171,12.35245031,8.977430892
Cct6b,1.257964839,1.292673013,2.950584722,3.354777151,1.649558719,1.354438167
Cd27,1.190519639,1.203720782,2.536031853,3.384837436,1.882272073,2.589515517
Cd55os,1.060576282,0.709353591,1.580726061,2.540267938,1.796449437,1.92565311
Cd59a,4.017223365,3.143611023,5.044374706,6.18978332,5.84106801,4.730774608
Cdc14a,3.43218091,5.560479907,7.567416258,16.1748699,11.40461496,8.697220715
Cdc42bpg,164.1494676,93.74640013,131.2858181,189.5588714,156.9319662,171.6780449
Cdh22,2.127319037,0.777613897,3.227011413,7.685429611,5.790068953,4.461352893
Cdk14,0.68067135,1.268466613,0.834199168,2.177013979,1.511959086,2.116892197
Cdkl4,1.739818647,1.69802549,2.188216606,3.08980254,2.378571878,0.93654421
Cdnf,0.054447137,0.512938625,0.53067183,0.691409221,0.485390076,0.57720205
Cdo1,5.051372543,4.049235098,5.525369894,8.825873408,7.696755772,5.298726426
Cds1,23.53330076,11.87165842,24.66912471,53.30841745,44.2019731,34.97798106
Cebpb,7.828437996,6.996025099,13.20987616,21.77589632,18.73013271,14.40141461
Celsr2,13.74916116,13.50499201,22.93413375,35.49145113,17.52267272,19.67798351
Cep170b,100.322891,66.0489526,106.9806517,165.1419874,132.4886053,158.7552176
Cerkl,0.870069324,1.060035742,1.450632627,3.124234073,1.73531789,2.431754609
Cerox1,6.016948706,3.694616219,5.19665283,6.538395856,3.90189417,2.291758513
Chadl,4.31252039,3.098155308,2.70531832,5.793258793,4.454627476,3.875009834
Chd5,20.08112478,14.45557856,33.51969071,51.8468103,33.30881128,28.60166131
Chil1,5.812096151,4.14909503,5.251492926,6.090381129,4.746275655,2.175772498
Chrd,6.133136214,3.662589617,5.244804172,8.930765844,8.068060332,8.858169875
Chrna7,2.932618659,5.210153712,8.439313955,11.01881371,6.71020688,5.283597629
Chtf8,0.392198926,0.806341757,1.863947481,1.871591948,1.401319026,1.101344586
Ciart,7.085267764,9.464032531,11.08452202,16.91422957,16.67367708,15.35781693
Cipc,26.59684714,36.39148871,41.68319923,59.88013402,58.7291782,48.22909933
Clcn4,2.904436839,4.390237585,6.273013629,6.498584905,4.722582495,4.246142632
Clcn5,56.6354955,91.81143612,126.1965942,140.130946,117.6456639,114.8059704
Clcn6,51.96012627,47.75985692,70.67487882,123.8979635,110.5505001,107.0885332
Clcn7,34.29707525,30.87400872,51.72400629,111.4715144,106.0459002,107.2394107
Clic5,1.008265743,0.258299621,1.004406353,1.925125365,1.721296014,0.875799056
Clip4,15.14211775,12.51472294,20.28252779,27.83855604,21.48076113,21.13474846
Clmn,33.56789983,23.38875832,30.21305485,55.00340828,34.93479521,37.13035711
Cln5,219.6308544,228.1953525,371.8821516,567.7108391,524.1102848,474.2521434
Cln6,33.26674171,21.85163903,41.97754337,66.21864385,59.21170252,57.78570425
Cnbd2,1.444378762,1.468607744,3.011567599,6.693674319,5.354298403,4.528311822
Cnksr2,4.270283402,5.002882824,5.339649065,9.676428484,7.845382898,7.004962783
Cnnm1,1.704380328,1.364149271,3.14315659,7.815699435,6.240854037,4.189350552
Cnnm2,57.5282874,44.7646877,76.92470568,87.30900591,67.94240005,84.71083793
Cntf,0.131852286,0.369355721,0.390653448,0.578545587,0.478587242,0.081369622
Cobll1,1.507885094,2.439100198,3.179696146,4.221232489,4.044788199,3.693276436
Col15a1,0.613633959,0.355414522,0.644848417,1.878854542,0.826184773,0.711849959
Col20a1,2.095033348,2.745173508,4.622734073,6.803239471,2.870147221,2.20686801
Col23a1,0.779044494,0.584221716,1.143200538,2.011125509,1.272739296,1.702667465
Col27a1,2.052917207,3.300650635,3.739903082,8.357310077,5.820537014,5.731850113
Col4a6,0.184590569,0.183212217,0.221860594,1.11842423,0.329665813,0.21739455
Col9a3,5.555672949,4.89409442,8.6116238,19.08030697,13.32189692,9.581047066
Colec11,0.16003549,0.133206271,0.193288688,1.094536642,1.06533166,0.218698067
Coq10a,12.37005135,7.830811854,14.79739225,19.02753781,17.77457882,13.86002142
Cort,4.791245048,3.036212309,5.230496264,7.614775928,5.645262528,3.866656435
Cox6a2,0.054447137,0.129461326,0.664274797,3.272347445,2.706827126,2.062672184
Cpeb1,6.037475863,3.149734502,6.280965639,13.25757237,11.56611112,10.70226209
Cpeb2,5.13535417,8.419568939,13.4618129,14.82426742,13.10549697,14.10406248
Cplx1,14.25786179,9.669032027,15.74403279,19.80747682,17.53138506,12.22711791
Cpm,3.396612889,6.062219555,6.659321524,7.790655491,4.124494417,3.099450301
Cpt1a,85.56969672,83.72022278,121.3250148,154.6656128,154.5121107,150.7299581
Cpxm1,14.62324583,10.20125996,11.40090299,19.12114225,18.03701763,17.98323428
Crat,12.04080493,7.681443167,10.57129466,23.82139826,21.2041275,21.51373628
Creb5,0.34299338,0.480404281,0.947267544,2.631783247,0.816928299,1.626225221
Crebl2,6.916723193,12.26719269,13.29652232,15.73840436,13.7455034,7.656725939
Crispld1,2.088661341,1.618485098,2.757869988,4.29692423,2.083133868,1.521536753
Crym,4.752847494,4.113867197,4.546347689,8.900598028,7.167745903,8.144478792
Ctcfl,2.415449095,0.938830705,1.401559993,2.543447623,0.571078937,0.354769637
Ctnnd2,1.608782428,2.060449142,2.268262125,3.73050636,2.969019105,3.234651241
Ctns,8.844275997,13.9392032,21.0496647,34.72176004,29.59008499,23.40106926
Ctsh,7.460213585,3.58341661,6.74245139,7.940070565,4.669299361,3.860381338
Cx3cl1,2.675301887,4.214065535,5.90009856,5.969640621,4.833895194,3.988051599
Cxcl16,5.848454706,4.952893833,9.140147044,16.54307711,15.93596135,13.77310764
Cxcr4,2.605762843,3.310705145,6.763451486,7.965380985,6.63221949,4.057877597
Cyb5r2,1.416162066,2.299871575,3.96106646,5.451000995,3.531324509,2.870743657
Cyp2j6,1.081988928,2.581587428,3.15416571,3.601628575,2.420765515,2.388598844
Cyp2j9,0.733626902,1.135693968,1.698781608,1.867710753,1.389818997,0.467971233
Cyp2t4,0.427493892,0.469375014,1.140682279,1.596297533,1.426407535,0.574319964
Cyp46a1,7.975744824,2.588329304,4.777065772,9.084352379,2.789252893,1.512920083
D430019H16Rik,3.931625004,3.70822016,6.620763755,11.09152804,10.59698913,8.412383117
D430042O09Rik,14.76429613,12.3007092,16.62318714,23.91153133,20.39351658,23.3434938
Dact3,64.49680118,59.1191838,119.9644359,125.3900969,89.41884575,50.44703401
Dagla,0.775555189,1.69747673,2.206661476,2.859144914,1.728178978,1.855332352
Dap,19.37711409,7.750940984,17.13222613,25.32251907,20.8215147,18.41510356
Dcp1b,4.180504594,7.053697763,10.36794863,12.95655412,8.289468491,6.528469072
Ddit3,50.63184701,41.65831303,185.7333042,343.7006249,249.1408198,142.1577582
Ddn,0.279348687,0.451699218,0.637171935,1.366399887,0.916253268,0.963486705
Dennd1a,9.299494296,11.99631574,14.66408511,20.77180161,17.14775535,18.83926614
Dennd2d,1.02477138,1.206531301,1.807802372,4.065084373,1.6697529,1.763653651
Dio3,3.129947652,3.931358891,7.569185844,10.58092687,6.444455953,4.801944108
Dlx2,0.89904382,0.351737593,0.895401671,1.786366464,0.87814587,0.356122824
Dmrtb1,4.628623649,2.355624667,4.792867003,8.023344687,5.380493683,5.54916883
Dmrtc1c2,2.092007231,1.171380191,1.859255722,3.183136695,1.448790694,0.663261961
Dmrtc2,3.691773508,1.916593831,3.234460378,3.739567016,2.023812323,0.969034042
Dnah10,11.95712266,8.968224393,15.32741513,33.85196641,17.14231943,19.03960196
Dnaja4,2.119902117,2.216397427,3.907979003,5.436707551,3.318298127,2.243224682
Dnajc3,47.01593741,37.21885256,51.12892993,78.28340591,67.04294635,67.63664648
Dner,3.739667285,1.565116145,6.470552512,7.660800156,7.463732868,6.975349156
Dnhd1,2.324113685,2.539476772,3.123963042,5.811705803,2.29483718,2.202572463
Dpep3,2.342535377,0.63791675,1.670056626,3.649726233,2.041947135,1.444309937
Dpf3,1.068261241,1.998947077,2.623681832,3.140560759,1.867897161,1.157830857
Dpp8,18.59715943,33.57264151,38.8322482,49.99320789,46.41274475,46.71897526
Drd1,0.63896224,0.136840827,1.590152973,4.316938872,2.127354054,1.521536753
Dsc2,5.762621835,6.073732046,13.41910546,17.50439923,13.62582518,14.53389038
Dsn1,18.79557194,28.68048772,31.16940197,42.27118794,37.96510158,32.66436396
Dtna,7.488111739,3.612965127,4.856887577,10.41253362,5.797528555,4.594341562
Dtx1,14.93197436,11.01869821,12.91700432,24.08558031,20.47872314,17.51842057
Dtx3,52.1549842,38.38123176,49.84923263,88.73948316,83.26016121,67.70323351
Dtx4,1.775726591,2.09613965,3.290660946,4.092040205,2.95124959,1.650318003
Dusp15,1.469265095,0.491520848,1.280602184,2.648585116,0.726819782,0.467971233
Dusp3,17.09828337,13.64389195,17.02603814,29.09303624,22.0498593,17.44212904
Dusp8,1.842370431,0.934860091,1.809554576,3.646582507,1.813774927,0.981155978
Duxf3,0.110844041,0.50553374,1.148397927,1.234078424,0.697389435,0.436916113
Dynlt3,33.42022192,25.73538318,39.86362172,47.85622257,45.25877304,45.32946993
Dyrk4,0.388493925,0.2155205,0.58252497,1.021647703,0.634152741,0.163506448
Dzip1,20.64904449,18.49735783,24.32048607,36.03626003,26.51940536,33.48125765
E130102H24Rik,0.58595477,3.410903483,3.498420849,4.092040205,3.463598485,2.265292811
E130307A14Rik,3.706684362,4.238551864,5.233650573,8.895814276,6.408657549,5.185698069
E330020D12Rik,51.90557531,17.04940407,46.47080197,62.90600006,48.59529451,39.30288094
Ebf4,3.390514573,2.055407591,3.58664417,7.767072827,5.652096179,5.500560329
Ecel1,2.613272522,2.163878136,3.498420849,7.10480913,3.938768756,3.174821423
Ednra,0.07905604,0.502495163,0.805725997,0.920166986,0.354455206,0.273991395
Ednrb,1.204632242,3.898699292,3.912112435,5.169455796,3.75477802,2.19814308
Efcab2,4.907055477,6.991134035,8.759745208,11.59231505,10.37868397,8.590164367
Efnb3,5.445833346,4.799056888,4.890943875,6.865968987,4.248335768,2.347193746
Efr3b,11.66635371,8.495121728,11.43519015,22.79960184,12.30328778,5.096386244
Ehd2,0.216463669,0.584221716,0.976991442,1.168351871,0.293496529,0.439622089
Elmod2,29.62094646,28.82889247,45.50379766,64.13752617,45.70836248,40.44949836
Elmsan1,28.79991136,51.23297927,71.34952714,116.8894883,104.9264016,89.73040637
Elovl7,19.53766556,22.4793324,40.23866353,51.40167144,49.94004131,51.0785461
Emx1,0.779044494,0.269276808,0.776026301,3.412078155,1.342921783,1.434862477
En2,1.475977637,1.597473623,2.316739279,3.732020354,2.222205853,1.107953854
Eno2,15.62641631,10.61303551,19.44477264,41.17130491,28.24555121,26.61823596
Enpep,1.290332835,1.067609219,1.809554576,3.020012345,1.6697529,1.214532084
Enpp1,3.157677996,2.474077344,3.292459193,5.523491875,2.477835022,2.302076325
Epc1,5.212735558,12.45367894,15.12672346,18.07268627,15.83694188,12.59882194
Epha7,2.409048336,3.129738098,4.639906144,6.191951638,3.611303056,3.355756408
Epha8,5.153423937,0.995410796,1.978701723,7.22141631,1.910978959,1.416302828
Ephx2,21.40832707,20.27998831,37.43077031,65.19843572,51.54438489,35.48183369
Eps8l2,9.70679781,4.707916461,8.880754202,17.68790635,15.36673813,14.40141461
Eqtn,0.054447137,0.211884792,0.391826147,0.597843815,0.458354131,0.357563821
Erfe,2.748906015,3.627658536,6.002465515,6.882183029,4.583860572,5.232871208
Esx1,3.656724408,1.41478469,2.060818393,4.553791989,2.497949043,2.170135972
Eva1c,0.889029712,0.641624699,1.395069179,1.956109747,1.716935368,1.304585563
Extl1,25.90416701,17.72699303,21.30347657,26.59141986,14.79062662,12.12175828
Extl2,3.144109624,9.643329059,9.51714707,10.96678232,8.410955612,5.611998234
Fa2h,4.069048247,0.963637981,2.970401456,4.826403718,2.639938362,1.075496716
Fam102b,8.200250185,7.098427147,10.70346158,19.2759174,10.39988177,7.126614739
Fam107b,18.83457917,11.50235673,31.22523923,45.6337109,36.34051647,33.07905472
Fam13c,4.416120638,8.144924074,11.17374474,13.30184488,9.80403146,9.843162255
Fam163b,4.172153131,1.178777517,2.811210856,4.589295412,2.071623915,1.712700246
Fam171b,4.609321652,10.14281519,10.96925854,11.85694305,6.040815682,6.404932337
Fam184a,9.169876308,6.13762559,11.67503413,19.28022397,13.98203228,16.82569686
Fam189a2,5.940255726,2.453375692,7.629178481,13.56915011,13.28790662,11.60259105
Fam228b,2.296150069,4.833194506,5.90228818,8.412723137,4.118707484,5.153182828
Fam57a,1.349324151,3.029765398,2.512734875,3.077889318,2.029796535,0.905649909
Fan1,8.372571913,17.39935202,17.54715896,18.43258102,13.59809861,10.969871
Farp1,11.65132978,10.37520722,25.53927305,26.58877301,19.43143997,22.49453356
Fbln5,0.927368191,0.774128815,2.341609948,5.678035216,3.743159706,4.404953129
Fbln7,0.325658879,0.298028182,0.526979508,1.545065421,0.90483913,0.911036403
Fbn1,7.518888955,5.945015785,8.718251758,16.27270368,12.28681349,14.7562337
Fbxl2,7.568577535,6.874343164,10.34163077,15.64441707,10.20060285,10.89102283
Fbxo48,2.678813888,6.339288434,6.042024745,7.869197938,3.370746021,3.018968037
Fcgbp,1.243970049,0.612957917,1.004406353,1.328360459,0.483160403,0.249863421
Fggy,7.297713023,6.564297933,9.410855879,12.2221358,11.8778242,8.996400182
Fgl2,2.680773901,2.825596008,5.329809822,7.653324558,5.645535834,2.786869877
Fhdc1,3.847190922,3.877218877,4.050884559,4.153333504,2.025662895,1.373194476
Fhod3,12.85604695,8.769941809,13.84249464,23.11127648,19.64695633,18.03216097
Figla,0.606997332,0.38412351,1.146040509,3.423614431,1.331514304,1.013407802
Fjx1,1.608782428,4.13625731,4.312148097,5.022988019,3.585791115,1.683007884
Fkbp6,5.644111046,4.701431694,8.637312645,16.76218284,14.48412474,15.2337443
Flg,5.227006363,5.452664591,6.060503997,14.14276664,10.22284237,10.82382511
Flicr,1.536102488,1.593806168,2.051831407,4.61167693,2.051419779,2.933618682
Fn3k,2.078275884,0.548111524,1.695193055,4.324670171,2.485620656,0.935296106
Fndc3b,29.45789653,29.60077743,52.27604087,82.33446218,64.84650228,62.155512
Fnip2,47.62899408,59.060641,99.09520654,192.0826314,183.8058233,174.1495977
Fos,5.652168232,2.724683623,5.654390291,5.81775822,3.205909955,3.093605461
Foxa1,0.466001721,0.601919379,1.332721293,1.774040449,1.452987388,1.037632166
Foxc1,0.258326344,0.161878846,0.446389534,1.121613339,0.659026445,0.470659176
Foxc2,1.798796092,0.509113268,2.04929129,3.02061186,0.785336943,0.75368268
Foxd1,0.71917424,0.645222241,1.282417517,3.168160979,1.818823494,1.324456629
Foxe1,0.110844041,0.233206571,0.75141168,1.063127207,0.390624449,0.330635123
Foxf1,0.163633084,0.054447137,0.054447137,0.539850036,0.388243074,0.276747022
Foxi3,1.289234448,0.999863169,3.519078735,4.611932723,2.656229424,2.363412941
Foxl2os,0.301103799,0.233206571,0.137513645,0.9669917,0.879969944,0.389842376
Fras1,0.68067135,0.896074384,0.976991442,2.899254948,1.209283776,0.855723689
Fzd1,0.529515004,0.970569318,1.70126286,2.44979076,0.771669408,1.269623381
Fzd6,1.272186746,3.694616219,3.78570062,3.867196411,3.543671754,1.679979982
Fzd9,5.12148846,4.716734028,7.046451999,9.769754889,7.863597525,7.019034893
Gaa,140.5497157,80.74126422,143.8462368,304.9681232,251.0199953,266.7478868
Gab2,0.708897726,0.666583532,1.225090992,2.33396267,1.570385164,0.492291162
Galc,16.12692705,16.78178935,29.24361799,46.91591656,39.88254962,42.25270416
Galns,7.3833445,5.120919591,10.56722776,14.720023,12.24455066,13.35226397
Galnt16,1.35241318,2.339110554,2.591097246,4.853522206,3.869054887,3.196015405
Galnt2,3.969700848,5.179380898,6.041871251,8.126002643,6.247502619,7.740282541
Garnl3,18.71137742,12.99227808,19.56317184,26.92969014,20.83753777,23.54285494
Gas1,1.04016409,1.425723811,1.225090992,2.935273808,2.169818137,1.965618487
