gene,length,logFC,logCPM,F,PValue,FDR,comp,study,tagComp
Mme,11542,0.662793119,7.272141113,5.402108564,0.051460586,0.1548384,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm37906,3035,1.386514011,-0.996013174,5.400591775,0.051485833,0.154892197,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm50265,1672,2.324807175,-2.152494038,5.398355142,0.051523092,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rps8-ps3,650,-1.030485373,-0.441425206,5.397067357,0.05154456,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sirt7,5148,0.475471487,4.105283593,5.396767869,0.051549554,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Esco1,5100,0.661678841,5.738772183,5.396426282,0.051555251,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppig,8122,0.394839906,7.178194228,5.395585464,0.051569278,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm26254,118,-1.208914623,-0.376135268,5.395485524,0.051570946,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Smim10l2a,2393,0.65967546,2.775367889,5.395460109,0.05157137,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kdm5c,7110,0.404350475,8.609786967,5.394720603,0.051583712,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gpr176,3899,-1.657575212,-1.801343874,5.394677647,0.051584429,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ripor3,4244,-1.607054758,-0.920345632,5.394117943,0.051593772,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arid1b,12600,0.430845543,4.709360911,5.393947964,0.05159661,0.154981503,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Otud7a,3619,-0.807087256,0.613161308,5.392868851,0.051614632,0.155013488,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Thap6,4119,0.52204753,4.045775017,5.392417578,0.051622171,0.155013985,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10735,2943,-1.415357768,-1.6647452,5.391095506,0.051644266,0.155039749,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm25432,728,0.768267046,0.799307788,5.391021664,0.051645501,0.155039749,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Frg1,1673,0.423010672,5.326009084,5.387044131,0.051712051,0.155196439,0_vs_12,ZfpOE,0_vs_12_ZfpOE
5430402O13Rik,1007,1.040641087,-0.896774915,5.387019668,0.05171246,0.155196439,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Glt1d1,4378,0.491211193,4.669151723,5.385912359,0.051731007,0.155229941,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pdrg1,2443,-0.526042443,5.154197806,5.384059629,0.051762059,0.155267484,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tle3,11653,-0.559860725,7.41485735,5.383843935,0.051765676,0.155267484,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myg1,2823,0.467184967,5.573427188,5.383048097,0.051779022,0.155285362,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15264,502,-1.515851175,-0.977263153,5.381217953,0.051809732,0.155355299,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm43049,936,2.394265534,-2.107212784,5.379838156,0.051832901,0.155402607,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Znrf3,7893,0.435958204,4.452517915,5.378090909,0.051862259,0.155468455,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Smu1,3119,0.406786649,7.403004057,5.376613009,0.051887108,0.155481917,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc35e1,4470,0.39446335,6.212723882,5.376553764,0.051888105,0.155481917,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Plk2,4491,-0.451527831,4.631370484,5.376504268,0.051888937,0.155481917,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sapcd2,3499,0.563989392,4.880199104,5.374936569,0.051915314,0.155536279,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ttc41,5339,0.657188232,1.306094478,5.374546738,0.051921876,0.155536279,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cyp2c23,2158,-0.835729954,0.138675039,5.372288845,0.051959903,0.155628016,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Utp11,4711,-0.473014634,6.093349164,5.370883245,0.051983594,0.155666705,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm8430,471,0.691627296,3.378788541,5.370643894,0.05198763,0.155666705,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ube2e2,4628,-0.653299772,2.392999678,5.365598762,0.052072788,0.155899491,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp965,2325,1.160565847,-0.058000918,5.363308252,0.05211151,0.155993204,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Klf4,3049,-0.567960668,8.626300807,5.36208915,0.052132135,0.155994402,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tcp10b,3369,-2.87876093,-2.31833384,5.362030597,0.052133126,0.155994402,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm42595,1607,0.581265308,2.014723179,5.361764658,0.052137626,0.155994402,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ttf2,7672,0.40816401,6.699298289,5.361123021,0.052148487,0.155994402,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Glrx5,3682,0.547867736,5.506256797,5.361092085,0.052149011,0.155994402,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bpgm,3588,0.474168201,4.565306244,5.358278913,0.052196664,0.156114735,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Stk25,5812,-0.396595215,6.36045425,5.354447195,0.052261662,0.156286903,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nhej1,1118,0.592456896,1.631105583,5.353108637,0.052284393,0.156332641,0_vs_12,ZfpOE,0_vs_12_ZfpOE
C1s2,2662,-0.776609553,0.632623958,5.3516287,0.05230954,0.156385588,0_vs_12,ZfpOE,0_vs_12_ZfpOE
D230025D16Rik,4704,0.411649614,6.406904248,5.349026845,0.052353788,0.156485392,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fat3,21478,-1.58378203,-1.320252564,5.348377687,0.052364835,0.156485392,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm16378,342,-1.317055528,-1.600518265,5.34835311,0.052365254,0.156485392,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ndufaf4,3902,0.560394043,5.195156677,5.34775407,0.052375451,0.15649362,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ccdc189,3426,-0.908405866,1.736168948,5.346897866,0.05239003,0.156500583,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fam57b,3935,-1.073633767,1.563333073,5.346742885,0.05239267,0.156500583,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Kremen1,7722,-0.412969927,5.219307677,5.345745712,0.052409658,0.156521179,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bcdin3d,4652,0.478263144,3.409388052,5.345359333,0.052416242,0.156521179,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc27a1,5835,-0.541526053,5.115107056,5.345027294,0.052421901,0.156521179,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sufu,7691,0.41361012,5.347764417,5.343988782,0.052439605,0.156551807,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pelp1,3561,0.490117574,7.485513715,5.343134681,0.052454172,0.15657306,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Myod1,1861,-1.458236213,-1.397822859,5.342385929,0.052466946,0.156588957,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mvd,1859,0.835894393,5.034430528,5.341691702,0.052478794,0.156602085,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnm3,24452,-1.81268716,-1.877362613,5.34041483,0.052500594,0.156644904,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Klhdc8b,8419,-0.727853241,2.471361498,5.339607998,0.052514375,0.156663788,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pheta2,3311,0.840121661,0.330489929,5.338201015,0.052538419,0.156713277,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nudc,1425,0.839626334,7.856147652,5.337667044,0.052547547,0.15671827,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cd38,3890,0.689810264,4.206159414,5.336315893,0.052570655,0.156764948,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dck,3781,0.543694404,5.852324802,5.33531555,0.052587772,0.15679375,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rdh1,3930,-1.805010978,-2.079464614,5.333263887,0.0526229,0.156876239,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sox6,14832,-0.791021739,0.139414745,5.332591899,0.052634413,0.156888312,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cdc7,4183,-0.416378504,6.130158502,5.329968529,0.052679387,0.15697974,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4930412C18Rik,6148,-0.975533761,-0.571825769,5.329774241,0.05268272,0.15697974,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ptcd3,6841,0.533870856,7.651286818,5.329340955,0.052690154,0.15697974,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sde2,3471,0.397200186,6.674883741,5.328721041,0.052700791,0.15697974,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm21399,597,0.909248608,0.399071239,5.328626063,0.052702421,0.15697974,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Numb,3917,-0.417862907,5.011549769,5.327823638,0.052716196,0.156980905,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm7785,892,1.13477935,-1.224232652,5.327733296,0.052717747,0.156980905,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arhgef2,9844,-0.394997745,6.617362471,5.322830895,0.052802006,0.15720954,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Atp5h,1465,0.399514199,7.365720805,5.320567654,0.052840964,0.157303253,0_vs_12,ZfpOE,0_vs_12_ZfpOE
2310030A07Rik,610,-1.554381127,-2.03468984,5.31928574,0.052863046,0.157319441,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Enpp1,10257,-0.547707945,2.049922823,5.319082146,0.052866554,0.157319441,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm37983,2006,-1.201520298,-0.429548731,5.318647673,0.052874042,0.157319441,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pde10a,12849,-0.621105101,1.190437615,5.318514692,0.052876334,0.157319441,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ttc13,10286,-0.391683637,6.230664781,5.317223488,0.052898596,0.15735914,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem219,2292,-0.651531896,2.891712384,5.316640545,0.052908651,0.15735914,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm28661,681,-0.481356727,10.51544863,5.316438716,0.052912132,0.15735914,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4930550C14Rik,3539,-1.217894052,-0.187852524,5.31545748,0.052929064,0.157387229,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm1141,2994,-0.90323881,-0.128169533,5.314921311,0.052938319,0.157392487,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tbc1d10b,4696,0.500865819,6.32673498,5.313956889,0.052954971,0.157393266,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm13832,612,-1.239736918,-1.242208673,5.313899802,0.052955957,0.157393266,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Snap47,2651,-0.402971252,5.993860989,5.313605431,0.052961041,0.157393266,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm7329,210,1.026673373,-0.172840875,5.311778573,0.052992607,0.157464817,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ndufa6,1801,-0.507367596,5.942364671,5.310974136,0.053006515,0.157483884,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Xpnpep1,9234,0.419926354,7.131469538,5.309902175,0.053025055,0.157505126,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15097,2045,-0.996028173,-0.511719067,5.309694452,0.053028649,0.157505126,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm8047,860,1.223773102,-0.72971806,5.307641975,0.053064174,0.157588379,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mbd6,4455,-0.972359884,5.805175657,5.307021509,0.05307492,0.157598028,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Me2,7252,0.401655661,6.980830633,5.306029503,0.053092105,0.157626795,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lgals2,592,-1.754245181,-1.913405377,5.304879967,0.053112029,0.157663682,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rpsa-ps1,886,1.606187379,-2.15456215,5.303610565,0.053134042,0.157706758,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm47573,2538,-0.839057962,1.053724407,5.302962286,0.053145289,0.157717871,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Stap2,2569,-0.867535448,1.73847279,5.301632984,0.053168359,0.15772784,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm4240,571,-1.142733834,-1.217624326,5.30151957,0.053170328,0.15772784,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Spata20,2874,-1.345867956,-1.266817608,5.301314086,0.053173896,0.15772784,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc37a2,6643,-0.508127102,3.367583373,5.30078619,0.053183062,0.15772784,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arl6ip6,2703,0.48149887,5.857898744,5.300607768,0.053186161,0.15772784,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ngb,1723,-1.002868067,0.100495189,5.298730444,0.053218779,0.157775187,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Col27a1,13022,-0.845995122,2.300225614,5.2985261,0.053222331,0.157775187,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm26513,2489,-0.996701874,-0.557306195,5.298393212,0.053224641,0.157775187,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm17833,1065,-1.654106041,-2.168573165,5.295208417,0.053280043,0.157884347,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm15560,643,1.680262256,-2.302398222,5.294945095,0.053284627,0.157884347,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gtf3c3,4925,0.640102708,6.114689264,5.294316077,0.05329558,0.157884347,0_vs_12,ZfpOE,0_vs_12_ZfpOE
AA467197,1203,-0.949459399,-0.2434604,5.294284647,0.053296127,0.157884347,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ntrk3,30170,0.750723502,1.289517798,5.294118758,0.053299016,0.157884347,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm43391,1887,1.606789438,-2.154401398,5.293260302,0.053313969,0.157906393,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm37362,634,1.354198637,-1.017734003,5.292265958,0.053331296,0.157935462,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm28729,1964,-1.418333159,-1.538662364,5.290616838,0.05336005,0.157998355,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48804,3041,-1.304076436,0.024221206,5.289370111,0.0533818,0.158004931,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pik3r3,5300,0.536779047,3.155546019,5.289201117,0.053384749,0.158004931,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rcbtb1,6010,-0.46473574,7.430839773,5.289197188,0.053384818,0.158004931,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hey1,3265,-0.553903742,2.040132047,5.288358204,0.053399463,0.158015968,0_vs_12,ZfpOE,0_vs_12_ZfpOE
2610044O15Rik8,3859,0.602600888,4.373624635,5.288122392,0.05340358,0.158015968,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Sema4g,8661,-0.503740842,5.489380569,5.28369007,0.053481041,0.158194052,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Uimc1,5085,-0.47627909,5.469963219,5.283410212,0.053485937,0.158194052,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm35963,1425,1.280164741,-1.378686444,5.283267854,0.053488428,0.158194052,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tkfc,4617,0.440573047,4.771903306,5.28277429,0.053497064,0.158194052,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm48218,682,0.743664569,1.03589127,5.282527125,0.053501389,0.158194052,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Adrb3,3376,-0.415417337,4.983701331,5.281471051,0.053519877,0.158226461,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tubgcp2,3980,-0.406861565,6.269088061,5.280628078,0.053534639,0.158247852,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cd9,2044,0.46207075,7.811507775,5.27979574,0.053549221,0.158268701,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Phf11b,1184,-1.42734424,-0.379319943,5.278977192,0.053563566,0.158288845,0_vs_12,ZfpOE,0_vs_12_ZfpOE
1700003F12Rik,976,-1.392338556,-0.248361396,5.278415884,0.053573406,0.158290865,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ryr1,21838,-0.4578891,5.25267186,5.278079244,0.053579308,0.158290865,0_vs_12,ZfpOE,0_vs_12_ZfpOE
2310010J17Rik,603,-0.663574948,0.932921778,5.276862052,0.053600657,0.158325057,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmem200b,1476,-1.355427834,-1.170611195,5.276560701,0.053605944,0.158325057,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc6a17,10283,-1.04714682,-0.38559712,5.275209551,0.053629658,0.158357765,0_vs_12,ZfpOE,0_vs_12_ZfpOE
3000002C10Rik,3981,0.57351246,1.690199526,5.275071414,0.053632083,0.158357765,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nalcn,14715,-1.006783643,-0.063941201,5.274170801,0.053647898,0.158382217,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Lcmt1,3244,0.432225834,5.573862858,5.273711689,0.053655963,0.158383784,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tk2,3571,-0.453997447,3.968986619,5.272174213,0.053682981,0.158441291,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Clcn6,5933,-0.391166398,6.543149548,5.271023544,0.053703213,0.158478756,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mtmr9,3738,0.424076815,6.167175584,5.269692092,0.053726637,0.158506101,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6565,438,0.659167617,2.784098176,5.269399931,0.053731778,0.158506101,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm26685,2023,1.801234958,-1.580669174,5.269211284,0.053735099,0.158506101,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Aox2,5771,-1.65320324,-2.168413266,5.26785538,0.053758971,0.158554271,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prkaa1,4655,0.550500911,5.542232784,5.267417691,0.05376668,0.158554763,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm24561,95,-1.619907249,-1.99411504,5.266673883,0.053779783,0.158567873,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Eif1,2098,-0.399992143,9.319656301,5.266309163,0.05378621,0.158567873,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm23969,74,1.891960737,-0.510494728,5.264794492,0.053812912,0.15860485,0_vs_12,ZfpOE,0_vs_12_ZfpOE
4430402I18Rik,5420,-0.890607816,-0.35789503,5.264678092,0.053814964,0.15860485,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cr2,8145,-1.299355643,-0.09837761,5.264313963,0.053821386,0.15860485,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zhx1,6031,-0.561827154,2.933129693,5.261922424,0.053863589,0.158706969,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pla2g12a,3682,-0.472961522,4.856525755,5.26006766,0.053896349,0.158781241,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rhox7-ps2,322,-0.899872944,0.062411845,5.258250605,0.053928468,0.158853605,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prpf4b,8430,0.514050431,7.355556508,5.254146335,0.054001108,0.159045292,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ckmt1,2496,0.537885883,3.279240167,5.253365646,0.05401494,0.159053714,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pacsin3,4327,-1.301909989,3.628859374,5.253130938,0.054019099,0.159053714,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Trappc5,4957,0.522566617,4.855543421,5.25267279,0.054027219,0.159055346,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rnaset2b,4455,0.859992108,0.322689337,5.249795612,0.054078249,0.159181893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Actr2,5204,0.543699515,8.864805039,5.249331581,0.054086485,0.159181893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm50013,456,1.511167807,-1.898322476,5.248831742,0.054095359,0.159181893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm25636,133,2.245788403,-2.200890412,5.24854267,0.054100491,0.159181893,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cep250,10373,-0.536332998,5.541950871,5.246913283,0.054129434,0.159244764,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pin1,3843,0.835631315,5.869047774,5.246055349,0.054144681,0.159267333,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Fbxl21,4795,-0.90435425,-0.092859969,5.245423881,0.054155907,0.159278068,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Limd2,3707,-0.746896974,4.72694876,5.244197701,0.054177714,0.159319918,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Id1,1160,0.593231274,6.133195895,5.243166049,0.054196071,0.159351609,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Shisa7,6639,0.489305145,4.279818924,5.241898878,0.054218629,0.159395643,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Pank3,7376,0.683857817,6.199909469,5.240735512,0.054239351,0.159434265,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Nob1,3486,0.518146686,6.565219248,5.237451251,0.054297903,0.159570272,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm28166,620,-2.269054162,-2.31606887,5.237288878,0.0543008,0.159570272,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm47640,2882,-0.793456073,2.419926412,5.23598262,0.054324113,0.159616468,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ifitm3,678,0.442325742,5.595692948,5.235180194,0.05433844,0.159636254,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dnajb12,3369,0.438917939,4.861226068,5.232138815,0.054392789,0.159773592,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Muc6,9361,-1.700855694,-0.031007912,5.231098665,0.054411392,0.159802706,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cnnm3,6420,0.432748568,5.265929368,5.230734754,0.054417903,0.159802706,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Slc39a8,7664,-0.899009632,0.83430136,5.229744645,0.054435622,0.159804224,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Phox2a,2035,-0.779091137,3.03112236,5.229447931,0.054440933,0.159804224,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Rab24,2015,0.487034238,3.917644495,5.229431681,0.054441224,0.159804224,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tmpo,10998,0.446635951,8.308467725,5.225439642,0.05451275,0.15999184,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Snhg16,3353,0.516552295,4.023883256,5.222227337,0.054570395,0.160138666,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ppm1n,2234,-0.657979759,2.65173846,5.21966432,0.054616444,0.160251432,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Neb,26675,-0.658550144,4.593994715,5.217354264,0.054657993,0.160341029,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cpn1,3688,-0.557355166,3.250966671,5.217118539,0.054662235,0.160341029,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Zfp518a,6840,0.819254677,6.695162565,5.214727473,0.054705287,0.160444929,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Oas1b,1992,-0.688525403,0.808847607,5.212560538,0.054744342,0.160537078,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Hapln3,3513,-0.634290411,1.505762082,5.21057773,0.054780111,0.160619563,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tns1,16010,0.423109821,6.128691991,5.209553565,0.054798598,0.160651363,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Dlk1,5657,0.593215676,2.011546906,5.208004766,0.05482657,0.160693882,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm6548,1165,0.486954704,3.774861727,5.207904118,0.054828389,0.160693882,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Bptf,14081,0.400461093,7.869860987,5.203421408,0.054909458,0.160909052,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm14440,3382,1.77106232,-2.251466192,5.202954661,0.054917908,0.160911385,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Tpp2,10078,0.633284883,7.259217353,5.201910058,0.054936826,0.160944383,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Arl14epl,2257,0.419209894,5.530997625,5.199350439,0.054983216,0.161057846,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Scamp1,4582,-0.462978271,5.705870116,5.198608237,0.054996677,0.161074833,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm45718,3794,1.175039031,0.01679922,5.197605781,0.055014866,0.161084421,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Ttc21a,5388,-0.810156392,0.204320115,5.197455641,0.05501759,0.161084421,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Strada,5569,0.408954014,5.231378351,5.196975838,0.055026299,0.161084421,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm10643,1577,1.36658284,-1.614724519,5.196738899,0.0550306,0.161084421,0_vs_12,ZfpOE,0_vs_12_ZfpOE
AC119183.1,795,-1.876708412,-2.264822135,5.194163803,0.055077375,0.161176455,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Gm17244,3416,-1.876708412,-2.264822135,5.194163803,0.055077375,0.161176455,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Cmip,6495,-0.388721423,6.071387435,5.191574128,0.055124466,0.16129181,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Map2k5,3240,-0.443879651,4.022590564,5.18767013,0.055195557,0.161477344,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Qars,6572,0.393911246,7.630963788,5.186847916,0.055210544,0.161489474,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Znrd1,819,0.393539439,5.705572111,5.186599902,0.055215066,0.161489474,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Mcc,14577,0.572779,3.899220014,5.185565522,0.055233931,0.161522176,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Phlpp1,6752,-0.440147392,4.408496539,5.182007683,0.05529888,0.161672904,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Prodh,7797,0.445562776,4.516272389,5.18189964,0.055300854,0.161672904,0_vs_12,ZfpOE,0_vs_12_ZfpOE
Taok2,9316,0.550439155,6.045884977,5.178926919,0.055355201,0.16180837,0_vs_12,ZfpOE,0_vs_12_ZfpOE
